3.559856489878781421e-02 1.819163538004468137e+04 -3.986638072622572508e+03 1.319486541133290848e+04 1.300000000000000000e+01
6.031648866026231154e-02 1.563300374867200844e+04 1.583287243947025672e+04 2.118818466429702312e+03 3.300000000000000000e+01
8.579160745827346668e-02 1.036865773300334331e+04 -8.789109038927988422e+02 3.764025553770285569e+03 7.900000000000000000e+01
1.113464310595710660e-01 5.714154975507423842e+03 4.202374118572386408e+01 2.546383230554838065e+03 1.170000000000000000e+02
1.374039914321364408e-01 4.530332306279145087e+03 7.410328121535020784e+01 1.009075337809939015e+03 2.050000000000000000e+02
1.619154704570298364e-01 3.604681241537637106e+03 4.397771340891610521e+02 1.645215661082261533e+02 2.350000000000000000e+02
1.870686673430271840e-01 3.170674138017162932e+03 -9.786527577598731398e+01 -6.856522415127109298e+02 3.690000000000000000e+02
2.123290040706380666e-01 2.419143494167656627e+03 -4.319519016285774882e+01 -4.712191581063347599e+02 4.330000000000000000e+02
2.378144976376236064e-01 2.114424472739394787e+03 2.482373056665113893e+02 -1.318045277117037131e+02 5.850000000000000000e+02
2.630489925835516885e-01 2.232923907419290117e+03 1.203549104452979321e+02 -3.207965039813181107e+01 6.790000000000000000e+02
2.878653162679494781e-01 1.821350151907869758e+03 6.596440273219215555e+01 -3.413295641505517892e+02 8.130000000000000000e+02
3.131144366275339097e-01 1.615295074118338789e+03 -3.043564866736704388e+01 -2.356240647130827597e+02 9.850000000000000000e+02
3.388159578333815869e-01 1.476170755825379501e+03 8.433585295725866615e+01 3.390634449449966041e+02 1.183000000000000000e+03
3.638741848210947927e-01 1.333157192739846096e+03 -1.013434380865249729e+01 3.499447305286570042e+01 1.269000000000000000e+03
3.888315910732085268e-01 1.277349464966428513e+03 9.271914330002843485e+01 -8.094383845387795873e+01 1.537000000000000000e+03
4.139052155837465996e-01 1.182185873218483039e+03 1.309112434924583965e+02 1.339049021087655555e+00 1.653000000000000000e+03
4.390305777018236877e-01 1.112685983773798625e+03 9.397914463448353217e+01 1.256975997645233747e+02 1.963000000000000000e+03
4.642172339120373414e-01 1.067209148797185208e+03 8.694685407446941383e+01 -3.235048953124420024e+01 2.121000000000000000e+03
4.894678666149941404e-01 9.794994502059689694e+02 1.010254235109154308e+02 4.142228401925406445e+01 2.413000000000000000e+03
5.147269052361176378e-01 9.245712908553438183e+02 4.220659291873091234e+01 1.225709918816871919e+02 2.635000000000000000e+03
5.398003206656323272e-01 8.545231469490196332e+02 -1.392073892172855665e+01 4.054713517694549552e+01 2.877000000000000000e+03
5.647798235368590714e-01 8.610983839785052396e+02 -6.024511905731202432e+00 6.913374356715364399e+01 3.169000000000000000e+03
5.900534302989873803e-01 7.861087551005906562e+02 9.933346357091270562e+00 7.026205437418381905e+01 3.507000000000000000e+03
6.151460297009073708e-01 7.668893877601190070e+02 2.500016017273693691e+01 -1.327080470136943546e+01 3.685000000000000000e+03
6.402630176204441304e-01 7.187378577299223252e+02 3.059229004404059182e+01 4.698055928270463966e+01 4.165000000000000000e+03
6.655964674748322540e-01 7.124707726309197824e+02 2.369835108803639656e+01 3.458422304335658737e+01 4.377000000000000000e+03
6.908782583105771424e-01 6.610130506809505277e+02 5.889909176792524015e+00 -9.112762954491612888e+00 4.855000000000000000e+03
7.159060853508338873e-01 6.389901277345621793e+02 5.511707172610681660e+00 3.597317424106892503e+01 4.929000000000000000e+03
7.409414762591408632e-01 6.146858432032789779e+02 1.244787504301297609e+01 -1.087402241950899828e+01 5.581000000000000000e+03
7.659227149364629117e-01 5.948747261374297750e+02 -7.069913718975929129e+00 6.139522228177880692e+01 5.679000000000000000e+03
7.911559474606142395e-01 5.616668940341470488e+02 2.557923261361634104e+01 -2.619878577411736131e+01 6.385000000000000000e+03
8.163750941790897109e-01 5.317884105531886689e+02 -9.638886057886246750e-01 6.358317761359134579e+01 6.553000000000000000e+03
8.415757210439384073e-01 5.186807262863989081e+02 -1.019514136215814482e+01 2.053783409944549732e+01 7.125000000000000000e+03
8.667638839289206754e-01 5.043298809152121862e+02 1.717095749229606483e+01 2.786818494678131586e+01 7.447000000000000000e+03
8.918801124864608187e-01 4.933207690895483779e+02 3.534084705970649942e+00 -2.647804887945751862e+00 7.929000000000000000e+03
9.170480108345367976e-01 4.725137707145900094e+02 -1.842454705586124675e+01 6.436545615630739903e-01 8.353000000000000000e+03
9.420566033467249190e-01 4.457540645623006412e+02 -2.716809164440628255e+00 8.272804469286816342e+00 8.775000000000000000e+03
9.671642335271436464e-01 4.281420321443576995e+02 -4.283284800754569299e-01 3.864114153417629183e+01 9.313000000000000000e+03
9.923426157758477029e-01 4.196721115063955381e+02 5.087253504762696998e+00 2.456348535649247466e+01 9.841000000000000000e+03
1.017396902749181820e+00 4.051769456447335074e+02 -2.423818972268030336e+01 3.173536639143959093e+01 1.019100000000000000e+04
1.042533700753922155e+00 3.944516259467329178e+02 5.502407746677558720e+00 1.161479517795089045e+01 1.089700000000000000e+04
1.067702948358784321e+00 3.832677919792977832e+02 7.039277868012752570e+00 3.793216507150325434e+00 1.130100000000000000e+04
1.092969337256462392e+00 3.694680651400977354e+02 6.847190110080914494e+00 1.558175854194300136e+01 1.202500000000000000e+04
1.118211872033766374e+00 3.559746152512024082e+02 3.117816797298748055e-01 4.807769229473929928e-01 1.242300000000000000e+04
1.143346516925797252e+00 3.419427738300078090e+02 1.288469667044643829e+00 -2.967495277925502051e-01 1.302100000000000000e+04
1.168350508557724599e+00 3.315094247999282402e+02 -1.144642941309587769e+01 5.452145395594708788e+00 1.340500000000000000e+04
1.193379937775929100e+00 3.200107969626976114e+02 1.070987612254556076e+00 9.108061230681645526e+00 1.424700000000000000e+04
1.218553055762878978e+00 3.068780917276359332e+02 -1.300719398911695279e+01 4.001711691177750829e+00 1.471300000000000000e+04
1.243711650801278878e+00 2.960746029308916150e+02 -1.658175685173991054e+00 -1.293342945611847128e+01 1.548900000000000000e+04
1.268867268647359214e+00 2.904773088947239330e+02 -3.529275063988067007e+00 2.120968904806488087e-01 1.591300000000000000e+04
1.294075027177769233e+00 2.793921683293006026e+02 -9.189664899674129472e+00 9.650677604846313429e+00 1.687900000000000000e+04
1.319267287020158275e+00 2.730598219766457646e+02 -5.682998726647435106e+00 8.372261460208262562e+00 1.719300000000000000e+04
1.344470571782862667e+00 2.651134210840472178e+02 -8.303030088258523733e+00 -7.718827093151515717e-01 1.815700000000000000e+04
1.369480150283709508e+00 2.562433980669829339e+02 -4.736200871462259876e+00 1.105504994811382247e+01 1.833900000000000000e+04
1.394591277066507873e+00 2.491610538018615841e+02 -1.146612679702379900e+01 1.355523139938029153e+01 1.957300000000000000e+04
1.419764645764527211e+00 2.402028423687881116e+02 -1.080056019106586795e+01 -1.221090665010536869e+00 1.994100000000000000e+04
1.444766774168416257e+00 2.309791590559638053e+02 -3.795261037615378363e+00 1.332083087432576995e+01 2.062900000000000000e+04
1.469906835825429026e+00 2.258768707269326228e+02 -7.740486242207689216e+00 -4.651294969545990199e+00 2.165500000000000000e+04
1.495059118111036423e+00 2.219190045598176368e+02 -4.509890672850766613e+00 5.160110130493815284e+00 2.211300000000000000e+04
1.520261612590052991e+00 2.139339578227937011e+02 -4.033030550298733807e+00 7.032286059586902560e+00 2.318500000000000000e+04
1.545415944503929495e+00 2.062637218601632298e+02 1.004854188315615904e+00 1.015805847543046170e+01 2.366700000000000000e+04
1.570456072545779902e+00 1.999685444930305778e+02 -3.597826453763120380e+00 4.534680895210538409e+00 2.438500000000000000e+04
1.595705800128773832e+00 1.956240330371814764e+02 -4.766105899796801992e+00 7.272545648761591153e+00 2.574900000000000000e+04
1.620829297830731486e+00 1.892218973035320460e+02 -4.791626747491067206e+00 -4.498455479041462701e-01 2.567500000000000000e+04
1.645966591028190873e+00 1.836821212241532351e+02 -1.599540438610838500e+00 3.851998866488115958e+00 2.740900000000000000e+04
1.671125708846596503e+00 1.783636108680043151e+02 -2.718403172651512323e-01 4.503132794968347952e+00 2.740500000000000000e+04
1.696160259490052447e+00 1.723409752356136266e+02 -3.868823983678159717e+00 -1.065132361679127948e+00 2.871700000000000000e+04
1.721370276108076913e+00 1.693398266085655166e+02 -6.826614754629050097e+00 3.881932996562411642e+00 2.959500000000000000e+04
1.746543424102250386e+00 1.648525162211740565e+02 -2.518472086190252313e+00 6.982649904497319149e+00 3.030100000000000000e+04
1.771598473288305442e+00 1.610411346831622836e+02 -5.085788809180564307e+00 2.276957145727893206e+00 3.110100000000000000e+04
1.796653767411943825e+00 1.544154384457645790e+02 -5.589832984361496671e+00 -1.015232734391601666e+00 3.202300000000000000e+04
1.821765658501893093e+00 1.507931018790596056e+02 -6.612327131698070737e+00 2.545693547684092728e+00 3.297700000000000000e+04
1.847053788120423423e+00 1.464077237007950885e+02 -8.370868635645640765e+00 8.987112953169341667e-01 3.444900000000000000e+04
1.872257696809484173e+00 1.430988129012328613e+02 -4.413340714633066320e+00 4.043137712136799955e+00 3.454900000000000000e+04
1.897394097105746358e+00 1.381275339480844195e+02 -5.043702896075463293e+00 -7.715535765616166053e-01 3.611100000000000000e+04
1.922542454726160033e+00 1.366225399603431185e+02 -2.285517111248530853e+00 3.148047166090028437e+00 3.654100000000000000e+04
1.947607703355479059e+00 1.319902534535737004e+02 -6.244193580549386446e+00 3.100089935801263241e+00 3.771700000000000000e+04
1.972678839839982379e+00 1.287732295956634232e+02 -3.655264206057324827e+00 -1.560205825202828356e+00 3.861900000000000000e+04
