#           k/h    P           
    0.60577E-03    0.34464E+04
    0.60881E-03    0.34627E+04
    0.61186E-03    0.34790E+04
    0.61493E-03    0.34954E+04
    0.61801E-03    0.35119E+04
    0.62111E-03    0.35284E+04
    0.62422E-03    0.35451E+04
    0.62735E-03    0.35618E+04
    0.63050E-03    0.35786E+04
    0.63366E-03    0.35954E+04
    0.63683E-03    0.36124E+04
    0.64003E-03    0.36294E+04
    0.64323E-03    0.36465E+04
    0.64646E-03    0.36637E+04
    0.64970E-03    0.36809E+04
    0.65295E-03    0.36982E+04
    0.65623E-03    0.37156E+04
    0.65952E-03    0.37331E+04
    0.66282E-03    0.37507E+04
    0.66615E-03    0.37683E+04
    0.66948E-03    0.37861E+04
    0.67284E-03    0.38039E+04
    0.67621E-03    0.38217E+04
    0.67960E-03    0.38397E+04
    0.68301E-03    0.38577E+04
    0.68643E-03    0.38759E+04
    0.68987E-03    0.38941E+04
    0.69333E-03    0.39124E+04
    0.69681E-03    0.39307E+04
    0.70030E-03    0.39492E+04
    0.70381E-03    0.39677E+04
    0.70734E-03    0.39863E+04
    0.71088E-03    0.40051E+04
    0.71445E-03    0.40238E+04
    0.71803E-03    0.40427E+04
    0.72163E-03    0.40617E+04
    0.72524E-03    0.40807E+04
    0.72888E-03    0.40998E+04
    0.73253E-03    0.41191E+04
    0.73620E-03    0.41383E+04
    0.73989E-03    0.41577E+04
    0.74360E-03    0.41772E+04
    0.74733E-03    0.41968E+04
    0.75108E-03    0.42164E+04
    0.75484E-03    0.42361E+04
    0.75863E-03    0.42560E+04
    0.76243E-03    0.42759E+04
    0.76625E-03    0.42959E+04
    0.77009E-03    0.43160E+04
    0.77395E-03    0.43361E+04
    0.77783E-03    0.43564E+04
    0.78173E-03    0.43767E+04
    0.78565E-03    0.43972E+04
    0.78959E-03    0.44177E+04
    0.79354E-03    0.44384E+04
    0.79752E-03    0.44591E+04
    0.80152E-03    0.44799E+04
    0.80554E-03    0.45008E+04
    0.80957E-03    0.45218E+04
    0.81363E-03    0.45429E+04
    0.81771E-03    0.45641E+04
    0.82181E-03    0.45853E+04
    0.82593E-03    0.46067E+04
    0.83007E-03    0.46282E+04
    0.83423E-03    0.46497E+04
    0.83841E-03    0.46714E+04
    0.84261E-03    0.46931E+04
    0.84684E-03    0.47150E+04
    0.85108E-03    0.47369E+04
    0.85535E-03    0.47589E+04
    0.85963E-03    0.47811E+04
    0.86394E-03    0.48033E+04
    0.86827E-03    0.48256E+04
    0.87263E-03    0.48481E+04
    0.87700E-03    0.48706E+04
    0.88140E-03    0.48932E+04
    0.88581E-03    0.49159E+04
    0.89025E-03    0.49387E+04
    0.89472E-03    0.49617E+04
    0.89920E-03    0.49847E+04
    0.90371E-03    0.50078E+04
    0.90824E-03    0.50310E+04
    0.91279E-03    0.50543E+04
    0.91737E-03    0.50778E+04
    0.92197E-03    0.51013E+04
    0.92659E-03    0.51249E+04
    0.93123E-03    0.51486E+04
    0.93590E-03    0.51725E+04
    0.94059E-03    0.51964E+04
    0.94530E-03    0.52205E+04
    0.95004E-03    0.52446E+04
    0.95481E-03    0.52688E+04
    0.95959E-03    0.52932E+04
    0.96440E-03    0.53177E+04
    0.96924E-03    0.53422E+04
    0.97409E-03    0.53669E+04
    0.97898E-03    0.53917E+04
    0.98388E-03    0.54165E+04
    0.98882E-03    0.54415E+04
    0.99377E-03    0.54666E+04
    0.99875E-03    0.54918E+04
    0.10038E-02    0.55171E+04
    0.10088E-02    0.55426E+04
    0.10138E-02    0.55681E+04
    0.10189E-02    0.55937E+04
    0.10240E-02    0.56195E+04
    0.10292E-02    0.56453E+04
    0.10343E-02    0.56713E+04
    0.10395E-02    0.56974E+04
    0.10447E-02    0.57236E+04
    0.10500E-02    0.57499E+04
    0.10552E-02    0.57763E+04
    0.10605E-02    0.58028E+04
    0.10658E-02    0.58294E+04
    0.10712E-02    0.58562E+04
    0.10765E-02    0.58831E+04
    0.10819E-02    0.59100E+04
    0.10874E-02    0.59371E+04
    0.10928E-02    0.59643E+04
    0.10983E-02    0.59917E+04
    0.11038E-02    0.60191E+04
    0.11093E-02    0.60466E+04
    0.11149E-02    0.60743E+04
    0.11205E-02    0.61021E+04
    0.11261E-02    0.61300E+04
    0.11317E-02    0.61580E+04
    0.11374E-02    0.61861E+04
    0.11431E-02    0.62144E+04
    0.11488E-02    0.62428E+04
    0.11546E-02    0.62713E+04
    0.11604E-02    0.62999E+04
    0.11662E-02    0.63286E+04
    0.11720E-02    0.63574E+04
    0.11779E-02    0.63864E+04
    0.11838E-02    0.64155E+04
    0.11898E-02    0.64447E+04
    0.11957E-02    0.64740E+04
    0.12017E-02    0.65035E+04
    0.12077E-02    0.65331E+04
    0.12138E-02    0.65627E+04
    0.12199E-02    0.65926E+04
    0.12260E-02    0.66225E+04
    0.12321E-02    0.66526E+04
    0.12383E-02    0.66828E+04
    0.12445E-02    0.67131E+04
    0.12508E-02    0.67435E+04
    0.12570E-02    0.67741E+04
    0.12633E-02    0.68047E+04
    0.12697E-02    0.68356E+04
    0.12760E-02    0.68665E+04
    0.12824E-02    0.68976E+04
    0.12889E-02    0.69287E+04
    0.12953E-02    0.69601E+04
    0.13018E-02    0.69915E+04
    0.13083E-02    0.70231E+04
    0.13149E-02    0.70548E+04
    0.13215E-02    0.70866E+04
    0.13281E-02    0.71186E+04
    0.13348E-02    0.71506E+04
    0.13415E-02    0.71829E+04
    0.13482E-02    0.72152E+04
    0.13549E-02    0.72477E+04
    0.13617E-02    0.72803E+04
    0.13686E-02    0.73130E+04
    0.13754E-02    0.73459E+04
    0.13823E-02    0.73789E+04
    0.13892E-02    0.74120E+04
    0.13962E-02    0.74453E+04
    0.14032E-02    0.74787E+04
    0.14102E-02    0.75122E+04
    0.14173E-02    0.75459E+04
    0.14244E-02    0.75797E+04
    0.14315E-02    0.76136E+04
    0.14387E-02    0.76477E+04
    0.14459E-02    0.76819E+04
    0.14532E-02    0.77162E+04
    0.14605E-02    0.77507E+04
    0.14678E-02    0.77853E+04
    0.14751E-02    0.78200E+04
    0.14825E-02    0.78549E+04
    0.14900E-02    0.78899E+04
    0.14974E-02    0.79251E+04
    0.15049E-02    0.79603E+04
    0.15125E-02    0.79958E+04
    0.15201E-02    0.80313E+04
    0.15277E-02    0.80670E+04
    0.15353E-02    0.81029E+04
    0.15430E-02    0.81389E+04
    0.15508E-02    0.81750E+04
    0.15585E-02    0.82112E+04
    0.15664E-02    0.82476E+04
    0.15742E-02    0.82842E+04
    0.15821E-02    0.83209E+04
    0.15900E-02    0.83577E+04
    0.15980E-02    0.83946E+04
    0.16060E-02    0.84318E+04
    0.16141E-02    0.84690E+04
    0.16221E-02    0.85064E+04
    0.16303E-02    0.85439E+04
    0.16385E-02    0.85816E+04
    0.16467E-02    0.86194E+04
    0.16549E-02    0.86574E+04
    0.16632E-02    0.86955E+04
    0.16716E-02    0.87337E+04
    0.16799E-02    0.87721E+04
    0.16884E-02    0.88106E+04
    0.16968E-02    0.88493E+04
    0.17053E-02    0.88881E+04
    0.17139E-02    0.89271E+04
    0.17225E-02    0.89662E+04
    0.17311E-02    0.90055E+04
    0.17398E-02    0.90449E+04
    0.17485E-02    0.90845E+04
    0.17573E-02    0.91242E+04
    0.17661E-02    0.91640E+04
    0.17749E-02    0.92040E+04
    0.17838E-02    0.92441E+04
    0.17928E-02    0.92844E+04
    0.18017E-02    0.93249E+04
    0.18108E-02    0.93654E+04
    0.18198E-02    0.94062E+04
    0.18290E-02    0.94471E+04
    0.18381E-02    0.94881E+04
    0.18474E-02    0.95293E+04
    0.18566E-02    0.95706E+04
    0.18659E-02    0.96121E+04
    0.18753E-02    0.96537E+04
    0.18847E-02    0.96955E+04
    0.18941E-02    0.97374E+04
    0.19036E-02    0.97795E+04
    0.19132E-02    0.98217E+04
    0.19227E-02    0.98641E+04
    0.19324E-02    0.99066E+04
    0.19421E-02    0.99493E+04
    0.19518E-02    0.99921E+04
    0.19616E-02    0.10035E+05
    0.19714E-02    0.10078E+05
    0.19813E-02    0.10122E+05
    0.19912E-02    0.10165E+05
    0.20012E-02    0.10209E+05
    0.20112E-02    0.10252E+05
    0.20213E-02    0.10296E+05
    0.20315E-02    0.10340E+05
    0.20416E-02    0.10384E+05
    0.20519E-02    0.10429E+05
    0.20622E-02    0.10473E+05
    0.20725E-02    0.10518E+05
    0.20829E-02    0.10563E+05
    0.20933E-02    0.10608E+05
    0.21038E-02    0.10653E+05
    0.21144E-02    0.10698E+05
    0.21250E-02    0.10744E+05
    0.21356E-02    0.10789E+05
    0.21463E-02    0.10835E+05
    0.21571E-02    0.10881E+05
    0.21679E-02    0.10927E+05
    0.21788E-02    0.10973E+05
    0.21897E-02    0.11019E+05
    0.22006E-02    0.11066E+05
    0.22117E-02    0.11113E+05
    0.22228E-02    0.11159E+05
    0.22339E-02    0.11206E+05
    0.22451E-02    0.11254E+05
    0.22564E-02    0.11301E+05
    0.22677E-02    0.11348E+05
    0.22790E-02    0.11396E+05
    0.22905E-02    0.11444E+05
    0.23019E-02    0.11492E+05
    0.23135E-02    0.11540E+05
    0.23251E-02    0.11588E+05
    0.23367E-02    0.11636E+05
    0.23484E-02    0.11685E+05
    0.23602E-02    0.11733E+05
    0.23720E-02    0.11782E+05
    0.23839E-02    0.11831E+05
    0.23959E-02    0.11880E+05
    0.24079E-02    0.11930E+05
    0.24200E-02    0.11979E+05
    0.24321E-02    0.12029E+05
    0.24443E-02    0.12079E+05
    0.24565E-02    0.12129E+05
    0.24688E-02    0.12179E+05
    0.24812E-02    0.12229E+05
    0.24937E-02    0.12279E+05
    0.25062E-02    0.12330E+05
    0.25187E-02    0.12381E+05
    0.25313E-02    0.12431E+05
    0.25440E-02    0.12483E+05
    0.25568E-02    0.12534E+05
    0.25696E-02    0.12585E+05
    0.25825E-02    0.12636E+05
    0.25954E-02    0.12688E+05
    0.26084E-02    0.12740E+05
    0.26215E-02    0.12792E+05
    0.26347E-02    0.12844E+05
    0.26479E-02    0.12896E+05
    0.26611E-02    0.12949E+05
    0.26745E-02    0.13001E+05
    0.26879E-02    0.13054E+05
    0.27014E-02    0.13107E+05
    0.27149E-02    0.13160E+05
    0.27285E-02    0.13213E+05
    0.27422E-02    0.13266E+05
    0.27559E-02    0.13320E+05
    0.27697E-02    0.13374E+05
    0.27836E-02    0.13427E+05
    0.27976E-02    0.13481E+05
    0.28116E-02    0.13535E+05
    0.28257E-02    0.13590E+05
    0.28399E-02    0.13644E+05
    0.28541E-02    0.13699E+05
    0.28684E-02    0.13753E+05
    0.28828E-02    0.13808E+05
    0.28972E-02    0.13863E+05
    0.29117E-02    0.13918E+05
    0.29263E-02    0.13974E+05
    0.29410E-02    0.14029E+05
    0.29558E-02    0.14085E+05
    0.29706E-02    0.14140E+05
    0.29855E-02    0.14196E+05
    0.30004E-02    0.14252E+05
    0.30155E-02    0.14309E+05
    0.30306E-02    0.14365E+05
    0.30458E-02    0.14421E+05
    0.30610E-02    0.14478E+05
    0.30764E-02    0.14535E+05
    0.30918E-02    0.14592E+05
    0.31073E-02    0.14649E+05
    0.31229E-02    0.14706E+05
    0.31385E-02    0.14763E+05
    0.31543E-02    0.14821E+05
    0.31701E-02    0.14879E+05
    0.31860E-02    0.14936E+05
    0.32019E-02    0.14994E+05
    0.32180E-02    0.15052E+05
    0.32341E-02    0.15111E+05
    0.32503E-02    0.15169E+05
    0.32666E-02    0.15228E+05
    0.32830E-02    0.15286E+05
    0.32994E-02    0.15345E+05
    0.33160E-02    0.15404E+05
    0.33326E-02    0.15463E+05
    0.33493E-02    0.15522E+05
    0.33661E-02    0.15582E+05
    0.33830E-02    0.15641E+05
    0.33999E-02    0.15701E+05
    0.34170E-02    0.15760E+05
    0.34341E-02    0.15820E+05
    0.34513E-02    0.15880E+05
    0.34686E-02    0.15941E+05
    0.34860E-02    0.16001E+05
    0.35035E-02    0.16061E+05
    0.35210E-02    0.16122E+05
    0.35387E-02    0.16183E+05
    0.35564E-02    0.16243E+05
    0.35742E-02    0.16304E+05
    0.35922E-02    0.16365E+05
    0.36102E-02    0.16427E+05
    0.36283E-02    0.16488E+05
    0.36464E-02    0.16549E+05
    0.36647E-02    0.16611E+05
    0.36831E-02    0.16673E+05
    0.37016E-02    0.16735E+05
    0.37201E-02    0.16797E+05
    0.37388E-02    0.16859E+05
    0.37575E-02    0.16921E+05
    0.37763E-02    0.16983E+05
    0.37953E-02    0.17046E+05
    0.38143E-02    0.17108E+05
    0.38334E-02    0.17171E+05
    0.38526E-02    0.17234E+05
    0.38719E-02    0.17297E+05
    0.38913E-02    0.17360E+05
    0.39108E-02    0.17423E+05
    0.39304E-02    0.17486E+05
    0.39501E-02    0.17550E+05
    0.39699E-02    0.17613E+05
    0.39898E-02    0.17677E+05
    0.40098E-02    0.17741E+05
    0.40299E-02    0.17804E+05
    0.40501E-02    0.17868E+05
    0.40704E-02    0.17932E+05
    0.40908E-02    0.17997E+05
    0.41114E-02    0.18061E+05
    0.41320E-02    0.18125E+05
    0.41527E-02    0.18190E+05
    0.41735E-02    0.18254E+05
    0.41944E-02    0.18319E+05
    0.42154E-02    0.18384E+05
    0.42366E-02    0.18449E+05
    0.42578E-02    0.18514E+05
    0.42791E-02    0.18579E+05
    0.43006E-02    0.18644E+05
    0.43221E-02    0.18709E+05
    0.43438E-02    0.18774E+05
    0.43656E-02    0.18840E+05
    0.43875E-02    0.18905E+05
    0.44095E-02    0.18971E+05
    0.44316E-02    0.19037E+05
    0.44538E-02    0.19103E+05
    0.44761E-02    0.19168E+05
    0.44985E-02    0.19234E+05
    0.45211E-02    0.19300E+05
    0.45437E-02    0.19367E+05
    0.45665E-02    0.19433E+05
    0.45894E-02    0.19499E+05
    0.46124E-02    0.19565E+05
    0.46355E-02    0.19632E+05
    0.46588E-02    0.19698E+05
    0.46821E-02    0.19765E+05
    0.47056E-02    0.19832E+05
    0.47292E-02    0.19898E+05
    0.47529E-02    0.19965E+05
    0.47767E-02    0.20032E+05
    0.48007E-02    0.20099E+05
    0.48247E-02    0.20166E+05
    0.48489E-02    0.20233E+05
    0.48732E-02    0.20300E+05
    0.48976E-02    0.20367E+05
    0.49222E-02    0.20435E+05
    0.49469E-02    0.20502E+05
    0.49717E-02    0.20569E+05
    0.49966E-02    0.20637E+05
    0.50216E-02    0.20633E+05
    0.50468E-02    0.20700E+05
    0.50721E-02    0.20767E+05
    0.50975E-02    0.20834E+05
    0.51231E-02    0.20901E+05
    0.51487E-02    0.20968E+05
    0.51746E-02    0.21035E+05
    0.52005E-02    0.21102E+05
    0.52266E-02    0.21169E+05
    0.52528E-02    0.21237E+05
    0.52791E-02    0.21304E+05
    0.53055E-02    0.21371E+05
    0.53321E-02    0.21438E+05
    0.53589E-02    0.21506E+05
    0.53857E-02    0.21573E+05
    0.54127E-02    0.21640E+05
    0.54399E-02    0.21708E+05
    0.54671E-02    0.21775E+05
    0.54945E-02    0.21842E+05
    0.55221E-02    0.21910E+05
    0.55497E-02    0.21977E+05
    0.55776E-02    0.22044E+05
    0.56055E-02    0.22112E+05
    0.56336E-02    0.22179E+05
    0.56619E-02    0.22247E+05
    0.56902E-02    0.22314E+05
    0.57188E-02    0.22381E+05
    0.57474E-02    0.22449E+05
    0.57762E-02    0.22516E+05
    0.58052E-02    0.22583E+05
    0.58343E-02    0.22651E+05
    0.58635E-02    0.22718E+05
    0.58929E-02    0.22785E+05
    0.59225E-02    0.22853E+05
    0.59521E-02    0.22920E+05
    0.59820E-02    0.22987E+05
    0.60120E-02    0.23054E+05
    0.60421E-02    0.23121E+05
    0.60724E-02    0.23189E+05
    0.61028E-02    0.23256E+05
    0.61334E-02    0.23323E+05
    0.61642E-02    0.23390E+05
    0.61951E-02    0.23457E+05
    0.62261E-02    0.23524E+05
    0.62573E-02    0.23591E+05
    0.62887E-02    0.23657E+05
    0.63202E-02    0.23724E+05
    0.63519E-02    0.23791E+05
    0.63837E-02    0.23857E+05
    0.64157E-02    0.23924E+05
    0.64479E-02    0.23991E+05
    0.64802E-02    0.24057E+05
    0.65127E-02    0.24123E+05
    0.65453E-02    0.24190E+05
    0.65781E-02    0.24256E+05
    0.66111E-02    0.24322E+05
    0.66443E-02    0.24388E+05
    0.66776E-02    0.24454E+05
    0.67110E-02    0.24520E+05
    0.67447E-02    0.24586E+05
    0.67785E-02    0.24651E+05
    0.68125E-02    0.24717E+05
    0.68466E-02    0.24783E+05
    0.68809E-02    0.24848E+05
    0.69154E-02    0.24913E+05
    0.69501E-02    0.24979E+05
    0.69849E-02    0.25044E+05
    0.70199E-02    0.25109E+05
    0.70551E-02    0.25173E+05
    0.70905E-02    0.25238E+05
    0.71260E-02    0.25303E+05
    0.71617E-02    0.25367E+05
    0.71976E-02    0.25432E+05
    0.72337E-02    0.25496E+05
    0.72700E-02    0.25560E+05
    0.73064E-02    0.25624E+05
    0.73430E-02    0.25688E+05
    0.73798E-02    0.25751E+05
    0.74168E-02    0.25815E+05
    0.74540E-02    0.25878E+05
    0.74914E-02    0.25941E+05
    0.75289E-02    0.26004E+05
    0.75667E-02    0.26067E+05
    0.76046E-02    0.26130E+05
    0.76427E-02    0.26192E+05
    0.76810E-02    0.26255E+05
    0.77195E-02    0.26317E+05
    0.77582E-02    0.26379E+05
    0.77971E-02    0.26440E+05
    0.78362E-02    0.26502E+05
    0.78755E-02    0.26563E+05
    0.79149E-02    0.26625E+05
    0.79546E-02    0.26686E+05
    0.79945E-02    0.26746E+05
    0.80346E-02    0.26807E+05
    0.80748E-02    0.26867E+05
    0.81153E-02    0.26928E+05
    0.81560E-02    0.26988E+05
    0.81969E-02    0.27047E+05
    0.82380E-02    0.27107E+05
    0.82792E-02    0.27166E+05
    0.83207E-02    0.27225E+05
    0.83625E-02    0.27284E+05
    0.84044E-02    0.27343E+05
    0.84465E-02    0.27401E+05
    0.84888E-02    0.27459E+05
    0.85314E-02    0.27517E+05
    0.85742E-02    0.27574E+05
    0.86171E-02    0.27632E+05
    0.86603E-02    0.27689E+05
    0.87037E-02    0.27745E+05
    0.87474E-02    0.27802E+05
    0.87912E-02    0.27858E+05
    0.88353E-02    0.27914E+05
    0.88796E-02    0.27970E+05
    0.89241E-02    0.28025E+05
    0.89688E-02    0.28080E+05
    0.90138E-02    0.28135E+05
    0.90589E-02    0.28189E+05
    0.91044E-02    0.28243E+05
    0.91500E-02    0.28297E+05
    0.91959E-02    0.28351E+05
    0.92419E-02    0.28404E+05
    0.92883E-02    0.28457E+05
    0.93348E-02    0.28509E+05
    0.93816E-02    0.28561E+05
    0.94286E-02    0.28613E+05
    0.94759E-02    0.28665E+05
    0.95234E-02    0.28716E+05
    0.95711E-02    0.28767E+05
    0.96191E-02    0.28817E+05
    0.96673E-02    0.28867E+05
    0.97158E-02    0.28917E+05
    0.97645E-02    0.28966E+05
    0.98134E-02    0.29015E+05
    0.98626E-02    0.29064E+05
    0.99121E-02    0.29112E+05
    0.99617E-02    0.29160E+05
    0.10012E-01    0.29207E+05
    0.10062E-01    0.29255E+05
    0.10112E-01    0.29301E+05
    0.10163E-01    0.29347E+05
    0.10214E-01    0.29393E+05
    0.10265E-01    0.29439E+05
    0.10317E-01    0.29484E+05
    0.10368E-01    0.29528E+05
    0.10420E-01    0.29572E+05
    0.10472E-01    0.29616E+05
    0.10525E-01    0.29659E+05
    0.10578E-01    0.29702E+05
    0.10631E-01    0.29744E+05
    0.10684E-01    0.29786E+05
    0.10738E-01    0.29828E+05
    0.10791E-01    0.29869E+05
    0.10846E-01    0.29909E+05
    0.10900E-01    0.29949E+05
    0.10955E-01    0.29989E+05
    0.11009E-01    0.30028E+05
    0.11065E-01    0.30067E+05
    0.11120E-01    0.30105E+05
    0.11176E-01    0.30142E+05
    0.11232E-01    0.30179E+05
    0.11288E-01    0.30216E+05
    0.11345E-01    0.30252E+05
    0.11402E-01    0.30287E+05
    0.11459E-01    0.30323E+05
    0.11516E-01    0.30357E+05
    0.11574E-01    0.30391E+05
    0.11632E-01    0.30424E+05
    0.11690E-01    0.30457E+05
    0.11749E-01    0.30490E+05
    0.11808E-01    0.30521E+05
    0.11867E-01    0.30553E+05
    0.11926E-01    0.30583E+05
    0.11986E-01    0.30613E+05
    0.12046E-01    0.30643E+05
    0.12107E-01    0.30672E+05
    0.12167E-01    0.30700E+05
    0.12228E-01    0.30728E+05
    0.12290E-01    0.30755E+05
    0.12351E-01    0.30781E+05
    0.12413E-01    0.30807E+05
    0.12475E-01    0.30833E+05
    0.12538E-01    0.30857E+05
    0.12601E-01    0.30881E+05
    0.12664E-01    0.30905E+05
    0.12727E-01    0.30928E+05
    0.12791E-01    0.30950E+05
    0.12855E-01    0.30971E+05
    0.12920E-01    0.30992E+05
    0.12984E-01    0.31013E+05
    0.13050E-01    0.31032E+05
    0.13115E-01    0.31051E+05
    0.13181E-01    0.31069E+05
    0.13247E-01    0.31087E+05
    0.13313E-01    0.31104E+05
    0.13380E-01    0.31120E+05
    0.13447E-01    0.31136E+05
    0.13514E-01    0.31151E+05
    0.13582E-01    0.31165E+05
    0.13650E-01    0.31178E+05
    0.13719E-01    0.31191E+05
    0.13787E-01    0.31203E+05
    0.13856E-01    0.31214E+05
    0.13926E-01    0.31225E+05
    0.13996E-01    0.31235E+05
    0.14066E-01    0.31244E+05
    0.14136E-01    0.31252E+05
    0.14207E-01    0.31260E+05
    0.14278E-01    0.31267E+05
    0.14350E-01    0.31273E+05
    0.14422E-01    0.31278E+05
    0.14494E-01    0.31283E+05
    0.14567E-01    0.31287E+05
    0.14640E-01    0.31290E+05
    0.14713E-01    0.31292E+05
    0.14787E-01    0.31294E+05
    0.14861E-01    0.31295E+05
    0.14936E-01    0.31295E+05
    0.15011E-01    0.31294E+05
    0.15086E-01    0.31292E+05
    0.15161E-01    0.31290E+05
    0.15237E-01    0.31287E+05
    0.15314E-01    0.31283E+05
    0.15391E-01    0.31278E+05
    0.15468E-01    0.31272E+05
    0.15545E-01    0.31266E+05
    0.15623E-01    0.31259E+05
    0.15701E-01    0.31251E+05
    0.15780E-01    0.31242E+05
    0.15859E-01    0.31232E+05
    0.15939E-01    0.31221E+05
    0.16019E-01    0.31210E+05
    0.16099E-01    0.31198E+05
    0.16180E-01    0.31184E+05
    0.16261E-01    0.31170E+05
    0.16342E-01    0.31156E+05
    0.16424E-01    0.31140E+05
    0.16506E-01    0.31123E+05
    0.16589E-01    0.31106E+05
    0.16672E-01    0.31088E+05
    0.16756E-01    0.31068E+05
    0.16840E-01    0.31048E+05
    0.16924E-01    0.31027E+05
    0.17009E-01    0.31005E+05
    0.17094E-01    0.30983E+05
    0.17180E-01    0.30959E+05
    0.17266E-01    0.30935E+05
    0.17353E-01    0.30909E+05
    0.17440E-01    0.30883E+05
    0.17527E-01    0.30856E+05
    0.17615E-01    0.30828E+05
    0.17703E-01    0.30799E+05
    0.17792E-01    0.30769E+05
    0.17881E-01    0.30738E+05
    0.17971E-01    0.30706E+05
    0.18061E-01    0.30673E+05
    0.18151E-01    0.30640E+05
    0.18242E-01    0.30605E+05
    0.18334E-01    0.30570E+05
    0.18426E-01    0.30534E+05
    0.18518E-01    0.30497E+05
    0.18611E-01    0.30458E+05
    0.18704E-01    0.30419E+05
    0.18798E-01    0.30379E+05
    0.18892E-01    0.30338E+05
    0.18987E-01    0.30297E+05
    0.19082E-01    0.30254E+05
    0.19178E-01    0.30210E+05
    0.19274E-01    0.30166E+05
    0.19371E-01    0.30120E+05
    0.19468E-01    0.30074E+05
    0.19565E-01    0.30026E+05
    0.19663E-01    0.29978E+05
    0.19762E-01    0.29929E+05
    0.19861E-01    0.29879E+05
    0.19960E-01    0.29828E+05
    0.20060E-01    0.29776E+05
    0.20161E-01    0.29723E+05
    0.20262E-01    0.29669E+05
    0.20364E-01    0.29614E+05
    0.20466E-01    0.29559E+05
    0.20568E-01    0.29502E+05
    0.20671E-01    0.29445E+05
    0.20775E-01    0.29386E+05
    0.20879E-01    0.29327E+05
    0.20984E-01    0.29267E+05
    0.21089E-01    0.29206E+05
    0.21195E-01    0.29144E+05
    0.21301E-01    0.29081E+05
    0.21408E-01    0.29017E+05
    0.21515E-01    0.28952E+05
    0.21623E-01    0.28887E+05
    0.21731E-01    0.28820E+05
    0.21840E-01    0.28753E+05
    0.21950E-01    0.28685E+05
    0.22060E-01    0.28616E+05
    0.22170E-01    0.28546E+05
    0.22281E-01    0.28475E+05
    0.22393E-01    0.28403E+05
    0.22505E-01    0.28331E+05
    0.22618E-01    0.28258E+05
    0.22732E-01    0.28183E+05
    0.22845E-01    0.28108E+05
    0.22960E-01    0.28033E+05
    0.23075E-01    0.27956E+05
    0.23191E-01    0.27878E+05
    0.23307E-01    0.27800E+05
    0.23424E-01    0.27721E+05
    0.23541E-01    0.27641E+05
    0.23659E-01    0.27560E+05
    0.23778E-01    0.27479E+05
    0.23897E-01    0.27396E+05
    0.24017E-01    0.27313E+05
    0.24137E-01    0.27230E+05
    0.24258E-01    0.27145E+05
    0.24380E-01    0.27060E+05
    0.24502E-01    0.26974E+05
    0.24625E-01    0.26887E+05
    0.24748E-01    0.26799E+05
    0.24872E-01    0.26711E+05
    0.24997E-01    0.26622E+05
    0.25122E-01    0.26533E+05
    0.25248E-01    0.26443E+05
    0.25375E-01    0.26352E+05
    0.25502E-01    0.26260E+05
    0.25630E-01    0.26168E+05
    0.25758E-01    0.26075E+05
    0.25887E-01    0.25981E+05
    0.26017E-01    0.25887E+05
    0.26147E-01    0.25792E+05
    0.26279E-01    0.25697E+05
    0.26410E-01    0.25601E+05
    0.26543E-01    0.25505E+05
    0.26676E-01    0.25407E+05
    0.26809E-01    0.25310E+05
    0.26944E-01    0.25212E+05
    0.27079E-01    0.25113E+05
    0.27215E-01    0.25014E+05
    0.27351E-01    0.24914E+05
    0.27488E-01    0.24814E+05
    0.27626E-01    0.24713E+05
    0.27764E-01    0.24612E+05
    0.27904E-01    0.24511E+05
    0.28043E-01    0.24409E+05
    0.28184E-01    0.24306E+05
    0.28325E-01    0.24204E+05
    0.28467E-01    0.24100E+05
    0.28610E-01    0.23997E+05
    0.28753E-01    0.23893E+05
    0.28897E-01    0.23789E+05
    0.29042E-01    0.23684E+05
    0.29188E-01    0.23579E+05
    0.29334E-01    0.23474E+05
    0.29481E-01    0.23369E+05
    0.29629E-01    0.23263E+05
    0.29777E-01    0.23157E+05
    0.29927E-01    0.23051E+05
    0.30077E-01    0.22945E+05
    0.30227E-01    0.22838E+05
    0.30379E-01    0.22731E+05
    0.30531E-01    0.22624E+05
    0.30684E-01    0.22517E+05
    0.30838E-01    0.22410E+05
    0.30993E-01    0.22303E+05
    0.31148E-01    0.22196E+05
    0.31304E-01    0.22088E+05
    0.31461E-01    0.21981E+05
    0.31619E-01    0.21873E+05
    0.31777E-01    0.21765E+05
    0.31937E-01    0.21658E+05
    0.32097E-01    0.21550E+05
    0.32258E-01    0.21443E+05
    0.32419E-01    0.21335E+05
    0.32582E-01    0.21228E+05
    0.32745E-01    0.21121E+05
    0.32909E-01    0.21013E+05
    0.33074E-01    0.20906E+05
    0.33240E-01    0.20799E+05
    0.33407E-01    0.20693E+05
    0.33574E-01    0.20586E+05
    0.33742E-01    0.20479E+05
    0.33911E-01    0.20373E+05
    0.34081E-01    0.20267E+05
    0.34252E-01    0.20162E+05
    0.34424E-01    0.20056E+05
    0.34596E-01    0.19951E+05
    0.34770E-01    0.19846E+05
    0.34944E-01    0.19741E+05
    0.35119E-01    0.19637E+05
    0.35295E-01    0.19533E+05
    0.35472E-01    0.19430E+05
    0.35650E-01    0.19327E+05
    0.35829E-01    0.19223E+05
    0.36008E-01    0.19119E+05
    0.36189E-01    0.19015E+05
    0.36370E-01    0.18912E+05
    0.36553E-01    0.18810E+05
    0.36736E-01    0.18707E+05
    0.36920E-01    0.18606E+05
