#           k/h    P           
    0.37105E-01    0.18505E+05
    0.37291E-01    0.18404E+05
    0.37478E-01    0.18304E+05
    0.37666E-01    0.18204E+05
    0.37855E-01    0.18105E+05
    0.38044E-01    0.18007E+05
    0.38235E-01    0.17909E+05
    0.38427E-01    0.17812E+05
    0.38619E-01    0.17716E+05
    0.38813E-01    0.17620E+05
    0.39007E-01    0.17525E+05
    0.39203E-01    0.17430E+05
    0.39399E-01    0.17337E+05
    0.39597E-01    0.17244E+05
    0.39795E-01    0.17152E+05
    0.39995E-01    0.17060E+05
    0.40195E-01    0.16970E+05
    0.40397E-01    0.16880E+05
    0.40599E-01    0.16791E+05
    0.40803E-01    0.16703E+05
    0.41007E-01    0.16615E+05
    0.41213E-01    0.16529E+05
    0.41420E-01    0.16443E+05
    0.41627E-01    0.16358E+05
    0.41836E-01    0.16274E+05
    0.42046E-01    0.16191E+05
    0.42256E-01    0.16109E+05
    0.42468E-01    0.16027E+05
    0.42681E-01    0.15947E+05
    0.42895E-01    0.15867E+05
    0.43110E-01    0.15789E+05
    0.43326E-01    0.15711E+05
    0.43543E-01    0.15634E+05
    0.43761E-01    0.15558E+05
    0.43981E-01    0.15483E+05
    0.44201E-01    0.15408E+05
    0.44423E-01    0.15335E+05
    0.44645E-01    0.15262E+05
    0.44869E-01    0.15191E+05
    0.45094E-01    0.15120E+05
    0.45320E-01    0.15050E+05
    0.45547E-01    0.14981E+05
    0.45776E-01    0.14912E+05
    0.46005E-01    0.14845E+05
    0.46236E-01    0.14778E+05
    0.46467E-01    0.14713E+05
    0.46700E-01    0.14648E+05
    0.46934E-01    0.14584E+05
    0.47170E-01    0.14520E+05
    0.47406E-01    0.14458E+05
    0.47644E-01    0.14396E+05
    0.47883E-01    0.14335E+05
    0.48123E-01    0.14275E+05
    0.48364E-01    0.14215E+05
    0.48606E-01    0.14156E+05
    0.48850E-01    0.14098E+05
    0.49095E-01    0.14040E+05
    0.49341E-01    0.13984E+05
    0.49588E-01    0.13928E+05
    0.49837E-01    0.13872E+05
    0.50087E-01    0.13817E+05
    0.50338E-01    0.13764E+05
    0.50590E-01    0.13711E+05
    0.50843E-01    0.13659E+05
    0.51098E-01    0.13607E+05
    0.51354E-01    0.13556E+05
    0.51612E-01    0.13506E+05
    0.51871E-01    0.13456E+05
    0.52131E-01    0.13406E+05
    0.52392E-01    0.13357E+05
    0.52655E-01    0.13308E+05
    0.52918E-01    0.13260E+05
    0.53184E-01    0.13213E+05
    0.53450E-01    0.13165E+05
    0.53718E-01    0.13118E+05
    0.53988E-01    0.13072E+05
    0.54258E-01    0.13026E+05
    0.54530E-01    0.12980E+05
    0.54803E-01    0.12934E+05
    0.55078E-01    0.12889E+05
    0.55354E-01    0.12844E+05
    0.55632E-01    0.12800E+05
    0.55911E-01    0.12755E+05
    0.56191E-01    0.12711E+05
    0.56472E-01    0.12667E+05
    0.56755E-01    0.12623E+05
    0.57040E-01    0.12579E+05
    0.57326E-01    0.12536E+05
    0.57613E-01    0.12492E+05
    0.57902E-01    0.12449E+05
    0.58192E-01    0.12406E+05
    0.58484E-01    0.12362E+05
    0.58777E-01    0.12319E+05
    0.59072E-01    0.12276E+05
    0.59368E-01    0.12233E+05
    0.59665E-01    0.12219E+05
    0.59964E-01    0.12176E+05
    0.60265E-01    0.12133E+05
    0.60567E-01    0.12089E+05
    0.60871E-01    0.12046E+05
    0.61176E-01    0.12002E+05
    0.61482E-01    0.11959E+05
    0.61791E-01    0.11915E+05
    0.62100E-01    0.11870E+05
    0.62412E-01    0.11826E+05
    0.62725E-01    0.11781E+05
    0.63039E-01    0.11735E+05
    0.63355E-01    0.11689E+05
    0.63672E-01    0.11643E+05
    0.63992E-01    0.11597E+05
    0.64312E-01    0.11550E+05
    0.64635E-01    0.11502E+05
    0.64959E-01    0.11454E+05
    0.65284E-01    0.11405E+05
    0.65612E-01    0.11356E+05
    0.65940E-01    0.11306E+05
    0.66271E-01    0.11256E+05
    0.66603E-01    0.11205E+05
    0.66937E-01    0.11153E+05
    0.67273E-01    0.11101E+05
    0.67610E-01    0.11048E+05
    0.67949E-01    0.10994E+05
    0.68289E-01    0.10940E+05
    0.68632E-01    0.10885E+05
    0.68976E-01    0.10829E+05
    0.69321E-01    0.10772E+05
    0.69669E-01    0.10714E+05
    0.70018E-01    0.10656E+05
    0.70369E-01    0.10597E+05
    0.70722E-01    0.10537E+05
    0.71076E-01    0.10476E+05
    0.71432E-01    0.10415E+05
    0.71791E-01    0.10352E+05
    0.72150E-01    0.10289E+05
    0.72512E-01    0.10225E+05
    0.72875E-01    0.10161E+05
    0.73241E-01    0.10095E+05
    0.73608E-01    0.10029E+05
    0.73977E-01    0.99619E+04
    0.74348E-01    0.98942E+04
    0.74720E-01    0.98258E+04
    0.75095E-01    0.97567E+04
    0.75471E-01    0.96871E+04
    0.75850E-01    0.96167E+04
    0.76230E-01    0.95458E+04
    0.76612E-01    0.94743E+04
    0.76996E-01    0.94023E+04
    0.77382E-01    0.93298E+04
    0.77770E-01    0.92569E+04
    0.78160E-01    0.91836E+04
    0.78551E-01    0.91098E+04
    0.78945E-01    0.90358E+04
    0.79341E-01    0.89614E+04
    0.79738E-01    0.88869E+04
    0.80138E-01    0.88121E+04
    0.80540E-01    0.87372E+04
    0.80944E-01    0.86621E+04
    0.81349E-01    0.85870E+04
    0.81757E-01    0.85119E+04
    0.82167E-01    0.84369E+04
    0.82579E-01    0.83619E+04
    0.82993E-01    0.82871E+04
    0.83409E-01    0.82124E+04
    0.83827E-01    0.81380E+04
    0.84247E-01    0.80638E+04
    0.84669E-01    0.79900E+04
    0.85094E-01    0.79165E+04
    0.85520E-01    0.78435E+04
    0.85949E-01    0.77709E+04
    0.86380E-01    0.76989E+04
    0.86813E-01    0.76273E+04
    0.87248E-01    0.75564E+04
    0.87685E-01    0.74861E+04
    0.88125E-01    0.74165E+04
    0.88566E-01    0.73476E+04
    0.89010E-01    0.72794E+04
    0.89456E-01    0.72121E+04
    0.89905E-01    0.71456E+04
    0.90356E-01    0.70799E+04
    0.90808E-01    0.70151E+04
    0.91264E-01    0.69513E+04
    0.91721E-01    0.68884E+04
    0.92181E-01    0.68266E+04
    0.92643E-01    0.67657E+04
    0.93107E-01    0.67059E+04
    0.93574E-01    0.66472E+04
    0.94043E-01    0.65895E+04
    0.94514E-01    0.65330E+04
    0.94988E-01    0.64776E+04
    0.95464E-01    0.64234E+04
    0.95943E-01    0.63704E+04
    0.96424E-01    0.63185E+04
    0.96907E-01    0.62679E+04
    0.97393E-01    0.62184E+04
    0.97881E-01    0.61702E+04
    0.98372E-01    0.61232E+04
    0.98865E-01    0.60774E+04
    0.99360E-01    0.60329E+04
    0.99858E-01    0.59896E+04
    0.10036E+00    0.59475E+04
    0.10086E+00    0.59066E+04
    0.10137E+00    0.58670E+04
    0.10188E+00    0.58285E+04
    0.10239E+00    0.57913E+04
    0.10290E+00    0.57552E+04
    0.10342E+00    0.57203E+04
    0.10393E+00    0.56865E+04
    0.10445E+00    0.56538E+04
    0.10498E+00    0.56222E+04
    0.10550E+00    0.55917E+04
    0.10603E+00    0.55622E+04
    0.10656E+00    0.55337E+04
    0.10710E+00    0.55062E+04
    0.10764E+00    0.54796E+04
    0.10818E+00    0.54538E+04
    0.10872E+00    0.54290E+04
    0.10926E+00    0.54049E+04
    0.10981E+00    0.53815E+04
    0.11036E+00    0.53589E+04
    0.11091E+00    0.53369E+04
    0.11147E+00    0.53155E+04
    0.11203E+00    0.52946E+04
    0.11259E+00    0.52743E+04
    0.11315E+00    0.52543E+04
    0.11372E+00    0.52347E+04
    0.11429E+00    0.52154E+04
    0.11486E+00    0.51963E+04
    0.11544E+00    0.51774E+04
    0.11602E+00    0.51585E+04
    0.11660E+00    0.51397E+04
    0.11718E+00    0.51209E+04
    0.11777E+00    0.51019E+04
    0.11836E+00    0.50828E+04
    0.11896E+00    0.50634E+04
    0.11955E+00    0.50437E+04
    0.12015E+00    0.50236E+04
    0.12075E+00    0.50031E+04
    0.12136E+00    0.49821E+04
    0.12197E+00    0.49605E+04
    0.12258E+00    0.49384E+04
    0.12319E+00    0.49156E+04
    0.12381E+00    0.48921E+04
    0.12443E+00    0.48679E+04
    0.12505E+00    0.48429E+04
    0.12568E+00    0.48172E+04
    0.12631E+00    0.47906E+04
    0.12694E+00    0.47632E+04
    0.12758E+00    0.47350E+04
    0.12822E+00    0.47060E+04
    0.12886E+00    0.46761E+04
    0.12951E+00    0.46454E+04
    0.13016E+00    0.46139E+04
    0.13081E+00    0.45817E+04
    0.13147E+00    0.45487E+04
    0.13213E+00    0.45150E+04
    0.13279E+00    0.44806E+04
    0.13345E+00    0.44455E+04
    0.13412E+00    0.44099E+04
    0.13479E+00    0.43737E+04
    0.13547E+00    0.43369E+04
    0.13615E+00    0.42998E+04
    0.13683E+00    0.42622E+04
    0.13752E+00    0.42242E+04
    0.13821E+00    0.41860E+04
    0.13890E+00    0.41475E+04
    0.13960E+00    0.41088E+04
    0.14030E+00    0.40700E+04
    0.14100E+00    0.40311E+04
    0.14171E+00    0.39921E+04
    0.14242E+00    0.39532E+04
    0.14313E+00    0.39144E+04
    0.14385E+00    0.38758E+04
    0.14457E+00    0.38373E+04
    0.14529E+00    0.37992E+04
    0.14602E+00    0.37613E+04
    0.14675E+00    0.37239E+04
    0.14749E+00    0.36869E+04
    0.14823E+00    0.36504E+04
    0.14897E+00    0.36145E+04
    0.14972E+00    0.35792E+04
    0.15047E+00    0.35446E+04
    0.15122E+00    0.35108E+04
    0.15198E+00    0.34777E+04
    0.15274E+00    0.34455E+04
    0.15351E+00    0.34141E+04
    0.15428E+00    0.33837E+04
    0.15505E+00    0.33542E+04
    0.15583E+00    0.33256E+04
    0.15661E+00    0.32981E+04
    0.15739E+00    0.32715E+04
    0.15818E+00    0.32460E+04
    0.15898E+00    0.32214E+04
    0.15977E+00    0.31979E+04
    0.16057E+00    0.31753E+04
    0.16138E+00    0.31537E+04
    0.16219E+00    0.31331E+04
    0.16300E+00    0.31133E+04
    0.16382E+00    0.30944E+04
    0.16464E+00    0.30763E+04
    0.16546E+00    0.30590E+04
    0.16629E+00    0.30425E+04
    0.16713E+00    0.30266E+04
    0.16796E+00    0.30114E+04
    0.16881E+00    0.29967E+04
    0.16965E+00    0.29826E+04
    0.17050E+00    0.29689E+04
    0.17136E+00    0.29556E+04
    0.17222E+00    0.29427E+04
    0.17308E+00    0.29301E+04
    0.17395E+00    0.29177E+04
    0.17482E+00    0.29055E+04
    0.17570E+00    0.28934E+04
    0.17658E+00    0.28813E+04
    0.17746E+00    0.28693E+04
    0.17835E+00    0.28571E+04
    0.17924E+00    0.28449E+04
    0.18014E+00    0.28325E+04
    0.18105E+00    0.28198E+04
    0.18195E+00    0.28068E+04
    0.18287E+00    0.27936E+04
    0.18378E+00    0.27799E+04
    0.18470E+00    0.27658E+04
    0.18563E+00    0.27513E+04
    0.18656E+00    0.27362E+04
    0.18750E+00    0.27207E+04
    0.18843E+00    0.27047E+04
    0.18938E+00    0.26881E+04
    0.19033E+00    0.26711E+04
    0.19128E+00    0.26535E+04
    0.19224E+00    0.26354E+04
    0.19321E+00    0.26169E+04
    0.19417E+00    0.25979E+04
    0.19515E+00    0.25785E+04
    0.19613E+00    0.25587E+04
    0.19711E+00    0.25386E+04
    0.19810E+00    0.25183E+04
    0.19909E+00    0.24976E+04
    0.20009E+00    0.24768E+04
    0.20109E+00    0.24559E+04
    0.20210E+00    0.24348E+04
    0.20311E+00    0.24137E+04
    0.20413E+00    0.23927E+04
    0.20515E+00    0.23717E+04
    0.20618E+00    0.23508E+04
    0.20721E+00    0.23301E+04
    0.20825E+00    0.23096E+04
    0.20930E+00    0.22894E+04
    0.21035E+00    0.22696E+04
    0.21140E+00    0.22501E+04
    0.21246E+00    0.22311E+04
    0.21352E+00    0.22125E+04
    0.21459E+00    0.21944E+04
    0.21567E+00    0.21768E+04
    0.21675E+00    0.21599E+04
    0.21784E+00    0.21435E+04
    0.21893E+00    0.21276E+04
    0.22003E+00    0.21124E+04
    0.22113E+00    0.20978E+04
    0.22224E+00    0.20838E+04
    0.22335E+00    0.20703E+04
    0.22447E+00    0.20574E+04
    0.22560E+00    0.20451E+04
    0.22673E+00    0.20332E+04
    0.22786E+00    0.20217E+04
    0.22901E+00    0.20107E+04
    0.23015E+00    0.20001E+04
    0.23131E+00    0.19898E+04
    0.23247E+00    0.19798E+04
    0.23363E+00    0.19700E+04
    0.23480E+00    0.19604E+04
    0.23598E+00    0.19510E+04
    0.23716E+00    0.19416E+04
    0.23835E+00    0.19323E+04
    0.23955E+00    0.19231E+04
    0.24075E+00    0.19138E+04
    0.24196E+00    0.19045E+04
    0.24317E+00    0.18950E+04
    0.24439E+00    0.18854E+04
    0.24561E+00    0.18757E+04
    0.24684E+00    0.18657E+04
    0.24808E+00    0.18556E+04
    0.24932E+00    0.18452E+04
    0.25057E+00    0.18346E+04
    0.25183E+00    0.18237E+04
    0.25309E+00    0.18126E+04
    0.25436E+00    0.18013E+04
    0.25564E+00    0.17897E+04
    0.25692E+00    0.17779E+04
    0.25820E+00    0.17660E+04
    0.25950E+00    0.17539E+04
    0.26080E+00    0.17416E+04
    0.26211E+00    0.17293E+04
    0.26342E+00    0.17169E+04
    0.26474E+00    0.17044E+04
    0.26607E+00    0.16920E+04
    0.26740E+00    0.16796E+04
    0.26874E+00    0.16673E+04
    0.27009E+00    0.16551E+04
    0.27144E+00    0.16430E+04
    0.27280E+00    0.16312E+04
    0.27417E+00    0.16196E+04
    0.27555E+00    0.16082E+04
    0.27693E+00    0.15970E+04
    0.27831E+00    0.15862E+04
    0.27971E+00    0.15756E+04
    0.28111E+00    0.15654E+04
    0.28252E+00    0.15554E+04
    0.28394E+00    0.15457E+04
    0.28536E+00    0.15363E+04
    0.28679E+00    0.15272E+04
    0.28823E+00    0.15183E+04
    0.28967E+00    0.15097E+04
    0.29112E+00    0.15013E+04
    0.29258E+00    0.14932E+04
    0.29405E+00    0.14852E+04
    0.29552E+00    0.14774E+04
    0.29701E+00    0.14697E+04
    0.29849E+00    0.14622E+04
    0.29999E+00    0.14547E+04
    0.30149E+00    0.14473E+04
    0.30301E+00    0.14399E+04
    0.30452E+00    0.14326E+04
    0.30605E+00    0.14252E+04
    0.30759E+00    0.14177E+04
    0.30913E+00    0.14102E+04
    0.31068E+00    0.14027E+04
    0.31223E+00    0.13950E+04
    0.31380E+00    0.13873E+04
    0.31537E+00    0.13794E+04
    0.31695E+00    0.13715E+04
    0.31854E+00    0.13635E+04
    0.32014E+00    0.13555E+04
    0.32174E+00    0.13474E+04
    0.32336E+00    0.13392E+04
    0.32498E+00    0.13310E+04
    0.32661E+00    0.13229E+04
    0.32824E+00    0.13147E+04
    0.32989E+00    0.13065E+04
    0.33154E+00    0.12984E+04
    0.33320E+00    0.12904E+04
    0.33487E+00    0.12824E+04
    0.33655E+00    0.12746E+04
    0.33824E+00    0.12668E+04
    0.33993E+00    0.12592E+04
    0.34164E+00    0.12518E+04
    0.34335E+00    0.12445E+04
    0.34507E+00    0.12373E+04
    0.34680E+00    0.12303E+04
    0.34854E+00    0.12234E+04
    0.35029E+00    0.12166E+04
    0.35204E+00    0.12100E+04
    0.35381E+00    0.12035E+04
    0.35558E+00    0.11971E+04
    0.35736E+00    0.11909E+04
    0.35915E+00    0.11847E+04
    0.36095E+00    0.11786E+04
    0.36276E+00    0.11725E+04
    0.36458E+00    0.11665E+04
    0.36641E+00    0.11606E+04
    0.36825E+00    0.11546E+04
    0.37009E+00    0.11487E+04
    0.37195E+00    0.11428E+04
    0.37381E+00    0.11368E+04
    0.37569E+00    0.11308E+04
    0.37757E+00    0.11249E+04
    0.37946E+00    0.11189E+04
    0.38136E+00    0.11129E+04
    0.38327E+00    0.11069E+04
    0.38520E+00    0.11009E+04
    0.38713E+00    0.10949E+04
    0.38907E+00    0.10889E+04
    0.39102E+00    0.10830E+04
    0.39298E+00    0.10770E+04
    0.39495E+00    0.10711E+04
    0.39693E+00    0.10652E+04
    0.39892E+00    0.10594E+04
    0.40092E+00    0.10536E+04
    0.40293E+00    0.10479E+04
    0.40495E+00    0.10423E+04
    0.40698E+00    0.10368E+04
    0.40902E+00    0.10313E+04
    0.41107E+00    0.10259E+04
    0.41313E+00    0.10206E+04
    0.41520E+00    0.10153E+04
    0.41728E+00    0.10101E+04
    0.41937E+00    0.10050E+04
    0.42147E+00    0.99991E+03
    0.42358E+00    0.99488E+03
    0.42571E+00    0.98990E+03
    0.42784E+00    0.98496E+03
    0.42999E+00    0.98005E+03
    0.43214E+00    0.97517E+03
    0.43431E+00    0.97030E+03
    0.43648E+00    0.96545E+03
    0.43867E+00    0.96062E+03
    0.44087E+00    0.95579E+03
    0.44308E+00    0.95098E+03
    0.44530E+00    0.94618E+03
    0.44753E+00    0.94140E+03
    0.44978E+00    0.93664E+03
    0.45203E+00    0.93189E+03
    0.45430E+00    0.92716E+03
    0.45657E+00    0.92246E+03
    0.45886E+00    0.91778E+03
    0.46116E+00    0.91313E+03
    0.46347E+00    0.90852E+03
    0.46580E+00    0.90394E+03
    0.46813E+00    0.89941E+03
    0.47048E+00    0.89491E+03
    0.47284E+00    0.89047E+03
    0.47521E+00    0.88605E+03
    0.47759E+00    0.88168E+03
    0.47998E+00    0.87735E+03
    0.48239E+00    0.87305E+03
    0.48481E+00    0.86879E+03
    0.48724E+00    0.86456E+03
    0.48968E+00    0.86037E+03
    0.49213E+00    0.85620E+03
    0.49460E+00    0.85206E+03
    0.49708E+00    0.84795E+03
    0.49957E+00    0.84385E+03
    0.50208E+00    0.83977E+03
    0.50459E+00    0.83571E+03
    0.50712E+00    0.83166E+03
    0.50966E+00    0.82764E+03
    0.51222E+00    0.82363E+03
    0.51479E+00    0.81965E+03
    0.51737E+00    0.81568E+03
    0.51996E+00    0.81173E+03
    0.52257E+00    0.80781E+03
    0.52519E+00    0.80390E+03
    0.52782E+00    0.80002E+03
    0.53046E+00    0.79617E+03
    0.53312E+00    0.79235E+03
    0.53580E+00    0.78855E+03
    0.53848E+00    0.78478E+03
    0.54118E+00    0.78103E+03
    0.54389E+00    0.77731E+03
    0.54662E+00    0.77361E+03
    0.54936E+00    0.76993E+03
    0.55211E+00    0.76628E+03
    0.55488E+00    0.76266E+03
    0.55766E+00    0.75905E+03
    0.56046E+00    0.75546E+03
    0.56327E+00    0.75190E+03
    0.56609E+00    0.74834E+03
    0.56893E+00    0.74481E+03
    0.57178E+00    0.74129E+03
    0.57465E+00    0.73780E+03
    0.57753E+00    0.73432E+03
    0.58042E+00    0.73085E+03
    0.58333E+00    0.72741E+03
    0.58625E+00    0.72398E+03
    0.58919E+00    0.72056E+03
    0.59215E+00    0.71717E+03
    0.59511E+00    0.71380E+03
    0.59810E+00    0.71044E+03
    0.60109E+00    0.70711E+03
    0.60411E+00    0.70379E+03
    0.60714E+00    0.70049E+03
    0.61018E+00    0.69721E+03
    0.61324E+00    0.69395E+03
    0.61631E+00    0.69070E+03
    0.61940E+00    0.68748E+03
    0.62251E+00    0.68427E+03
    0.62563E+00    0.68107E+03
    0.62876E+00    0.67789E+03
    0.63191E+00    0.67473E+03
    0.63508E+00    0.67158E+03
    0.63826E+00    0.66844E+03
    0.64146E+00    0.66532E+03
    0.64468E+00    0.66222E+03
    0.64791E+00    0.65913E+03
    0.65116E+00    0.65605E+03
    0.65442E+00    0.65299E+03
    0.65770E+00    0.64994E+03
    0.66100E+00    0.64691E+03
    0.66431E+00    0.64390E+03
    0.66764E+00    0.64089E+03
    0.67099E+00    0.63791E+03
    0.67435E+00    0.63493E+03
    0.67773E+00    0.63197E+03
    0.68113E+00    0.62903E+03
    0.68454E+00    0.62610E+03
    0.68797E+00    0.62318E+03
    0.69142E+00    0.62027E+03
    0.69489E+00    0.61738E+03
    0.69837E+00    0.61450E+03
    0.70187E+00    0.61163E+03
    0.70539E+00    0.60878E+03
    0.70893E+00    0.60594E+03
    0.71248E+00    0.60311E+03
    0.71605E+00    0.60029E+03
    0.71964E+00    0.59749E+03
    0.72325E+00    0.59469E+03
    0.72687E+00    0.59191E+03
    0.73052E+00    0.58914E+03
    0.73418E+00    0.58639E+03
    0.73786E+00    0.58364E+03
    0.74156E+00    0.58091E+03
    0.74527E+00    0.57819E+03
    0.74901E+00    0.57548E+03
    0.75276E+00    0.57278E+03
    0.75654E+00    0.57009E+03
    0.76033E+00    0.56741E+03
    0.76414E+00    0.56474E+03
    0.76797E+00    0.56209E+03
    0.77182E+00    0.55944E+03
    0.77569E+00    0.55681E+03
    0.77958E+00    0.55418E+03
    0.78349E+00    0.55157E+03
    0.78741E+00    0.54896E+03
    0.79136E+00    0.54637E+03
    0.79533E+00    0.54379E+03
    0.79931E+00    0.54121E+03
    0.80332E+00    0.53865E+03
    0.80735E+00    0.53610E+03
    0.81139E+00    0.53355E+03
    0.81546E+00    0.53102E+03
    0.81955E+00    0.52850E+03
    0.82366E+00    0.52598E+03
    0.82778E+00    0.52348E+03
    0.83193E+00    0.52098E+03
    0.83610E+00    0.51849E+03
    0.84029E+00    0.51601E+03
    0.84451E+00    0.51355E+03
    0.84874E+00    0.51109E+03
    0.85299E+00    0.50864E+03
    0.85727E+00    0.50619E+03
    0.86157E+00    0.50376E+03
    0.86589E+00    0.50134E+03
    0.87023E+00    0.49892E+03
    0.87459E+00    0.49652E+03
    0.87897E+00    0.49412E+03
    0.88338E+00    0.49173E+03
    0.88780E+00    0.48935E+03
    0.89226E+00    0.48697E+03
    0.89673E+00    0.48461E+03
    0.90122E+00    0.48225E+03
    0.90574E+00    0.47991E+03
    0.91028E+00    0.47757E+03
    0.91484E+00    0.47523E+03
    0.91943E+00    0.47291E+03
    0.92404E+00    0.47059E+03
    0.92867E+00    0.46829E+03
    0.93332E+00    0.46599E+03
    0.93800E+00    0.46369E+03
    0.94270E+00    0.46141E+03
    0.94743E+00    0.45913E+03
    0.95218E+00    0.45686E+03
    0.95695E+00    0.45460E+03
    0.96175E+00    0.45235E+03
    0.96657E+00    0.45010E+03
    0.97141E+00    0.44786E+03
    0.97628E+00    0.44563E+03
    0.98118E+00    0.44341E+03
    0.98609E+00    0.44119E+03
    0.99104E+00    0.43898E+03
    0.99600E+00    0.43678E+03
    0.10010E+01    0.43458E+03
    0.10060E+01    0.43239E+03
    0.10111E+01    0.43021E+03
    0.10161E+01    0.42804E+03
    0.10212E+01    0.42587E+03
    0.10263E+01    0.42371E+03
    0.10315E+01    0.42156E+03
    0.10367E+01    0.41941E+03
    0.10418E+01    0.41727E+03
    0.10471E+01    0.41514E+03
    0.10523E+01    0.41301E+03
    0.10576E+01    0.41089E+03
    0.10629E+01    0.40878E+03
    0.10682E+01    0.40667E+03
    0.10736E+01    0.40458E+03
    0.10790E+01    0.40248E+03
    0.10844E+01    0.40040E+03
    0.10898E+01    0.39832E+03
    0.10953E+01    0.39625E+03
    0.11008E+01    0.39418E+03
    0.11063E+01    0.39212E+03
    0.11118E+01    0.39007E+03
    0.11174E+01    0.38802E+03
    0.11230E+01    0.38598E+03
    0.11286E+01    0.38395E+03
    0.11343E+01    0.38192E+03
    0.11400E+01    0.37990E+03
    0.11457E+01    0.37788E+03
    0.11514E+01    0.37588E+03
    0.11572E+01    0.37387E+03
    0.11630E+01    0.37188E+03
    0.11688E+01    0.36989E+03
    0.11747E+01    0.36791E+03
    0.11806E+01    0.36593E+03
    0.11865E+01    0.36396E+03
    0.11924E+01    0.36199E+03
    0.11984E+01    0.36004E+03
    0.12044E+01    0.35808E+03
    0.12105E+01    0.35614E+03
    0.12165E+01    0.35420E+03
    0.12226E+01    0.35226E+03
    0.12287E+01    0.35034E+03
    0.12349E+01    0.34842E+03
    0.12411E+01    0.34650E+03
    0.12473E+01    0.34459E+03
    0.12536E+01    0.34269E+03
    0.12599E+01    0.34079E+03
    0.12662E+01    0.33890E+03
    0.12725E+01    0.33701E+03
    0.12789E+01    0.33513E+03
    0.12853E+01    0.33326E+03
    0.12917E+01    0.33139E+03
    0.12982E+01    0.32953E+03
    0.13047E+01    0.32768E+03
    0.13113E+01    0.32583E+03
    0.13178E+01    0.32398E+03
    0.13245E+01    0.32215E+03
    0.13311E+01    0.32032E+03
    0.13378E+01    0.31849E+03
    0.13445E+01    0.31667E+03
    0.13512E+01    0.31486E+03
    0.13580E+01    0.31305E+03
    0.13648E+01    0.31125E+03
    0.13716E+01    0.30945E+03
    0.13785E+01    0.30766E+03
    0.13854E+01    0.30588E+03
    0.13924E+01    0.30410E+03
    0.13993E+01    0.30233E+03
    0.14063E+01    0.30056E+03
    0.14134E+01    0.29880E+03
    0.14205E+01    0.29705E+03
    0.14276E+01    0.29530E+03
    0.14348E+01    0.29355E+03
    0.14420E+01    0.29182E+03
    0.14492E+01    0.29009E+03
    0.14564E+01    0.28836E+03
    0.14637E+01    0.28664E+03
    0.14711E+01    0.28493E+03
    0.14785E+01    0.28322E+03
    0.14859E+01    0.28152E+03
    0.14933E+01    0.27982E+03
    0.15008E+01    0.27813E+03
    0.15083E+01    0.27645E+03
    0.15159E+01    0.27477E+03
    0.15235E+01    0.27310E+03
    0.15311E+01    0.27143E+03
    0.15388E+01    0.26977E+03
    0.15465E+01    0.26812E+03
    0.15543E+01    0.26647E+03
    0.15620E+01    0.26483E+03
    0.15699E+01    0.26319E+03
    0.15777E+01    0.26156E+03
    0.15857E+01    0.25994E+03
    0.15936E+01    0.25832E+03
    0.16016E+01    0.25670E+03
    0.16096E+01    0.25510E+03
    0.16177E+01    0.25350E+03
    0.16258E+01    0.25190E+03
    0.16339E+01    0.25031E+03
    0.16421E+01    0.24873E+03
    0.16504E+01    0.24715E+03
    0.16586E+01    0.24558E+03
    0.16670E+01    0.24401E+03
    0.16753E+01    0.24246E+03
    0.16837E+01    0.24090E+03
    0.16921E+01    0.23935E+03
    0.17006E+01    0.23781E+03
    0.17092E+01    0.23628E+03
    0.17177E+01    0.23475E+03
    0.17263E+01    0.23322E+03
    0.17350E+01    0.23171E+03
    0.17437E+01    0.23019E+03
    0.17524E+01    0.22869E+03
    0.17612E+01    0.22719E+03
    0.17700E+01    0.22570E+03
    0.17789E+01    0.22421E+03
    0.17878E+01    0.22273E+03
    0.17968E+01    0.22125E+03
    0.18058E+01    0.21978E+03
    0.18148E+01    0.21832E+03
    0.18239E+01    0.21686E+03
    0.18331E+01    0.21541E+03
    0.18423E+01    0.21396E+03
    0.18515E+01    0.21253E+03
    0.18608E+01    0.21109E+03
    0.18701E+01    0.20967E+03
    0.18795E+01    0.20824E+03
    0.18889E+01    0.20683E+03
    0.18984E+01    0.20542E+03
    0.19079E+01    0.20402E+03
    0.19175E+01    0.20262E+03
    0.19271E+01    0.20123E+03
    0.19367E+01    0.19985E+03
    0.19464E+01    0.19847E+03
    0.19562E+01    0.19710E+03
    0.19660E+01    0.19573E+03
    0.19758E+01    0.19437E+03
    0.19858E+01    0.19302E+03
    0.19957E+01    0.19167E+03
    0.20057E+01    0.19033E+03
    0.20158E+01    0.18899E+03
    0.20259E+01    0.18766E+03
    0.20360E+01    0.18634E+03
    0.20462E+01    0.18502E+03
    0.20565E+01    0.18371E+03
    0.20668E+01    0.18241E+03
    0.20772E+01    0.18111E+03
    0.20876E+01    0.17982E+03
    0.20980E+01    0.17853E+03
    0.21085E+01    0.17725E+03
    0.21191E+01    0.17598E+03
    0.21297E+01    0.17471E+03
    0.21404E+01    0.17345E+03
    0.21511E+01    0.17219E+03
    0.21619E+01    0.17094E+03
    0.21728E+01    0.16970E+03
    0.21836E+01    0.16846E+03
    0.21946E+01    0.16723E+03
    0.22056E+01    0.16601E+03
    0.22166E+01    0.16479E+03
    0.22278E+01    0.16358E+03
    0.22389E+01    0.16237E+03
    0.22502E+01    0.16117E+03
    0.22614E+01    0.15998E+03
