#           k/h    P           
    0.56482E-03    0.49058E+00
    0.56765E-03    0.49293E+00
    0.57050E-03    0.49530E+00
    0.57336E-03    0.49767E+00
    0.57623E-03    0.50006E+00
    0.57912E-03    0.50245E+00
    0.58202E-03    0.50486E+00
    0.58494E-03    0.50728E+00
    0.58787E-03    0.50971E+00
    0.59082E-03    0.51215E+00
    0.59378E-03    0.51461E+00
    0.59676E-03    0.51707E+00
    0.59975E-03    0.51955E+00
    0.60275E-03    0.52204E+00
    0.60577E-03    0.52454E+00
    0.60881E-03    0.52705E+00
    0.61186E-03    0.52958E+00
    0.61493E-03    0.53211E+00
    0.61801E-03    0.53466E+00
    0.62111E-03    0.53722E+00
    0.62422E-03    0.53980E+00
    0.62735E-03    0.54238E+00
    0.63050E-03    0.54498E+00
    0.63366E-03    0.54759E+00
    0.63683E-03    0.55021E+00
    0.64003E-03    0.55285E+00
    0.64323E-03    0.55549E+00
    0.64646E-03    0.55815E+00
    0.64970E-03    0.56082E+00
    0.65295E-03    0.56351E+00
    0.65623E-03    0.56621E+00
    0.65952E-03    0.56892E+00
    0.66282E-03    0.57164E+00
    0.66615E-03    0.57438E+00
    0.66948E-03    0.57713E+00
    0.67284E-03    0.57989E+00
    0.67621E-03    0.58266E+00
    0.67960E-03    0.58545E+00
    0.68301E-03    0.58825E+00
    0.68643E-03    0.59107E+00
    0.68987E-03    0.59390E+00
    0.69333E-03    0.59674E+00
    0.69681E-03    0.59959E+00
    0.70030E-03    0.60246E+00
    0.70381E-03    0.60534E+00
    0.70734E-03    0.60824E+00
    0.71088E-03    0.61115E+00
    0.71445E-03    0.61407E+00
    0.71803E-03    0.61701E+00
    0.72163E-03    0.61996E+00
    0.72524E-03    0.62292E+00
    0.72888E-03    0.62590E+00
    0.73253E-03    0.62889E+00
    0.73620E-03    0.63190E+00
    0.73989E-03    0.63492E+00
    0.74360E-03    0.63795E+00
    0.74733E-03    0.64100E+00
    0.75108E-03    0.64407E+00
    0.75484E-03    0.64714E+00
    0.75863E-03    0.65024E+00
    0.76243E-03    0.65334E+00
    0.76625E-03    0.65647E+00
    0.77009E-03    0.65960E+00
    0.77395E-03    0.66275E+00
    0.77783E-03    0.66592E+00
    0.78173E-03    0.66910E+00
    0.78565E-03    0.67230E+00
    0.78959E-03    0.67551E+00
    0.79354E-03    0.67873E+00
    0.79752E-03    0.68198E+00
    0.80152E-03    0.68523E+00
    0.80554E-03    0.68850E+00
    0.80957E-03    0.69179E+00
    0.81363E-03    0.69509E+00
    0.81771E-03    0.69841E+00
    0.82181E-03    0.70174E+00
    0.82593E-03    0.70509E+00
    0.83007E-03    0.70846E+00
    0.83423E-03    0.71184E+00
    0.83841E-03    0.71524E+00
    0.84261E-03    0.71865E+00
    0.84684E-03    0.72208E+00
    0.85108E-03    0.72552E+00
    0.85535E-03    0.72898E+00
    0.85963E-03    0.73246E+00
    0.86394E-03    0.73595E+00
    0.86827E-03    0.73946E+00
    0.87263E-03    0.74299E+00
    0.87700E-03    0.74653E+00
    0.88140E-03    0.75009E+00
    0.88581E-03    0.75367E+00
    0.89025E-03    0.75726E+00
    0.89472E-03    0.76087E+00
    0.89920E-03    0.76449E+00
    0.90371E-03    0.76814E+00
    0.90824E-03    0.77180E+00
    0.91279E-03    0.77547E+00
    0.91737E-03    0.77917E+00
    0.92197E-03    0.78288E+00
    0.92659E-03    0.78661E+00
    0.93123E-03    0.79036E+00
    0.93590E-03    0.79412E+00
    0.94059E-03    0.79790E+00
    0.94530E-03    0.80170E+00
    0.95004E-03    0.80551E+00
    0.95481E-03    0.80935E+00
    0.95959E-03    0.81320E+00
    0.96440E-03    0.81707E+00
    0.96924E-03    0.82096E+00
    0.97409E-03    0.82486E+00
    0.97898E-03    0.82879E+00
    0.98388E-03    0.83273E+00
    0.98882E-03    0.83669E+00
    0.99377E-03    0.84067E+00
    0.99875E-03    0.84467E+00
    0.10038E-02    0.84868E+00
    0.10088E-02    0.85272E+00
    0.10138E-02    0.85677E+00
    0.10189E-02    0.86084E+00
    0.10240E-02    0.86494E+00
    0.10292E-02    0.86905E+00
    0.10343E-02    0.87317E+00
    0.10395E-02    0.87732E+00
    0.10447E-02    0.88149E+00
    0.10500E-02    0.88568E+00
    0.10552E-02    0.88988E+00
    0.10605E-02    0.89411E+00
    0.10658E-02    0.89835E+00
    0.10712E-02    0.90262E+00
    0.10765E-02    0.90690E+00
    0.10819E-02    0.91120E+00
    0.10874E-02    0.91553E+00
    0.10928E-02    0.91987E+00
    0.10983E-02    0.92423E+00
    0.11038E-02    0.92862E+00
    0.11093E-02    0.93302E+00
    0.11149E-02    0.93744E+00
    0.11205E-02    0.94189E+00
    0.11261E-02    0.94635E+00
    0.11317E-02    0.95084E+00
    0.11374E-02    0.95534E+00
    0.11431E-02    0.95987E+00
    0.11488E-02    0.96442E+00
    0.11546E-02    0.96898E+00
    0.11604E-02    0.97357E+00
    0.11662E-02    0.97818E+00
    0.11720E-02    0.98281E+00
    0.11779E-02    0.98747E+00
    0.11838E-02    0.99214E+00
    0.11898E-02    0.99683E+00
    0.11957E-02    0.10015E+01
    0.12017E-02    0.10063E+01
    0.12077E-02    0.10110E+01
    0.12138E-02    0.10158E+01
    0.12199E-02    0.10206E+01
    0.12260E-02    0.10255E+01
    0.12321E-02    0.10303E+01
    0.12383E-02    0.10352E+01
    0.12445E-02    0.10401E+01
    0.12508E-02    0.10450E+01
    0.12570E-02    0.10499E+01
    0.12633E-02    0.10549E+01
    0.12697E-02    0.10598E+01
    0.12760E-02    0.10648E+01
    0.12824E-02    0.10699E+01
    0.12889E-02    0.10749E+01
    0.12953E-02    0.10800E+01
    0.13018E-02    0.10851E+01
    0.13083E-02    0.10902E+01
    0.13149E-02    0.10953E+01
    0.13215E-02    0.11005E+01
    0.13281E-02    0.11057E+01
    0.13348E-02    0.11109E+01
    0.13415E-02    0.11161E+01
    0.13482E-02    0.11214E+01
    0.13549E-02    0.11267E+01
    0.13617E-02    0.11320E+01
    0.13686E-02    0.11373E+01
    0.13754E-02    0.11426E+01
    0.13823E-02    0.11480E+01
    0.13892E-02    0.11534E+01
    0.13962E-02    0.11588E+01
    0.14032E-02    0.11643E+01
    0.14102E-02    0.11698E+01
    0.14173E-02    0.11753E+01
    0.14244E-02    0.11808E+01
    0.14315E-02    0.11863E+01
    0.14387E-02    0.11919E+01
    0.14459E-02    0.11975E+01
    0.14532E-02    0.12031E+01
    0.14605E-02    0.12088E+01
    0.14678E-02    0.12144E+01
    0.14751E-02    0.12201E+01
    0.14825E-02    0.12258E+01
    0.14900E-02    0.12316E+01
    0.14974E-02    0.12374E+01
    0.15049E-02    0.12432E+01
    0.15125E-02    0.12490E+01
    0.15201E-02    0.12548E+01
    0.15277E-02    0.12607E+01
    0.15353E-02    0.12666E+01
    0.15430E-02    0.12725E+01
    0.15508E-02    0.12785E+01
    0.15585E-02    0.12845E+01
    0.15664E-02    0.12905E+01
    0.15742E-02    0.12965E+01
    0.15821E-02    0.13025E+01
    0.15900E-02    0.13086E+01
    0.15980E-02    0.13147E+01
    0.16060E-02    0.13209E+01
    0.16141E-02    0.13270E+01
    0.16221E-02    0.13332E+01
    0.16303E-02    0.13394E+01
    0.16385E-02    0.13457E+01
    0.16467E-02    0.13520E+01
    0.16549E-02    0.13583E+01
    0.16632E-02    0.13646E+01
    0.16716E-02    0.13709E+01
    0.16799E-02    0.13773E+01
    0.16884E-02    0.13837E+01
    0.16968E-02    0.13902E+01
    0.17053E-02    0.13966E+01
    0.17139E-02    0.14031E+01
    0.17225E-02    0.14096E+01
    0.17311E-02    0.14162E+01
    0.17398E-02    0.14228E+01
    0.17485E-02    0.14294E+01
    0.17573E-02    0.14360E+01
    0.17661E-02    0.14427E+01
    0.17749E-02    0.14494E+01
    0.17838E-02    0.14561E+01
    0.17928E-02    0.14628E+01
    0.18017E-02    0.14696E+01
    0.18108E-02    0.14764E+01
    0.18198E-02    0.14832E+01
    0.18290E-02    0.14901E+01
    0.18381E-02    0.14970E+01
    0.18474E-02    0.15039E+01
    0.18566E-02    0.15108E+01
    0.18659E-02    0.15178E+01
    0.18753E-02    0.15248E+01
    0.18847E-02    0.15319E+01
    0.18941E-02    0.15389E+01
    0.19036E-02    0.15460E+01
    0.19132E-02    0.15532E+01
    0.19227E-02    0.15603E+01
    0.19324E-02    0.15675E+01
    0.19421E-02    0.15747E+01
    0.19518E-02    0.15820E+01
    0.19616E-02    0.15892E+01
    0.19714E-02    0.15965E+01
    0.19813E-02    0.16039E+01
    0.19912E-02    0.16112E+01
    0.20012E-02    0.16186E+01
    0.20112E-02    0.16261E+01
    0.20213E-02    0.16335E+01
    0.20315E-02    0.16410E+01
    0.20416E-02    0.16485E+01
    0.20519E-02    0.16561E+01
    0.20622E-02    0.16637E+01
    0.20725E-02    0.16713E+01
    0.20829E-02    0.16789E+01
    0.20933E-02    0.16866E+01
    0.21038E-02    0.16943E+01
    0.21144E-02    0.17020E+01
    0.21250E-02    0.17098E+01
    0.21356E-02    0.17176E+01
    0.21463E-02    0.17254E+01
    0.21571E-02    0.17333E+01
    0.21679E-02    0.17412E+01
    0.21788E-02    0.17491E+01
    0.21897E-02    0.17571E+01
    0.22006E-02    0.17650E+01
    0.22117E-02    0.17731E+01
    0.22228E-02    0.17811E+01
    0.22339E-02    0.17892E+01
    0.22451E-02    0.17973E+01
    0.22564E-02    0.18055E+01
    0.22677E-02    0.18136E+01
    0.22790E-02    0.18219E+01
    0.22905E-02    0.18301E+01
    0.23019E-02    0.18384E+01
    0.23135E-02    0.18467E+01
    0.23251E-02    0.18550E+01
    0.23367E-02    0.18634E+01
    0.23484E-02    0.18718E+01
    0.23602E-02    0.18802E+01
    0.23720E-02    0.18887E+01
    0.23839E-02    0.18972E+01
    0.23959E-02    0.19058E+01
    0.24079E-02    0.19143E+01
    0.24200E-02    0.19229E+01
    0.24321E-02    0.19316E+01
    0.24443E-02    0.19402E+01
    0.24565E-02    0.19489E+01
    0.24688E-02    0.19577E+01
    0.24812E-02    0.19664E+01
    0.24937E-02    0.19752E+01
    0.25062E-02    0.19841E+01
    0.25187E-02    0.19929E+01
    0.25313E-02    0.20018E+01
    0.25440E-02    0.20107E+01
    0.25568E-02    0.20197E+01
    0.25696E-02    0.20287E+01
    0.25825E-02    0.20377E+01
    0.25954E-02    0.20468E+01
    0.26084E-02    0.20559E+01
    0.26215E-02    0.20650E+01
    0.26347E-02    0.20742E+01
    0.26479E-02    0.20834E+01
    0.26611E-02    0.20926E+01
    0.26745E-02    0.21019E+01
    0.26879E-02    0.21112E+01
    0.27014E-02    0.21205E+01
    0.27149E-02    0.21299E+01
    0.27285E-02    0.21393E+01
    0.27422E-02    0.21487E+01
    0.27559E-02    0.21582E+01
    0.27697E-02    0.21677E+01
    0.27836E-02    0.21772E+01
    0.27976E-02    0.21868E+01
    0.28116E-02    0.21964E+01
    0.28257E-02    0.22060E+01
    0.28399E-02    0.22157E+01
    0.28541E-02    0.22254E+01
    0.28684E-02    0.22351E+01
    0.28828E-02    0.22449E+01
    0.28972E-02    0.22547E+01
    0.29117E-02    0.22645E+01
    0.29263E-02    0.22744E+01
    0.29410E-02    0.22843E+01
    0.29558E-02    0.22942E+01
    0.29706E-02    0.23042E+01
    0.29855E-02    0.23142E+01
    0.30004E-02    0.23242E+01
    0.30155E-02    0.23342E+01
    0.30306E-02    0.23443E+01
    0.30458E-02    0.23545E+01
    0.30610E-02    0.23646E+01
    0.30764E-02    0.23748E+01
    0.30918E-02    0.23851E+01
    0.31073E-02    0.23953E+01
    0.31229E-02    0.24056E+01
    0.31385E-02    0.24160E+01
    0.31543E-02    0.24263E+01
    0.31701E-02    0.24367E+01
    0.31860E-02    0.24471E+01
    0.32019E-02    0.24576E+01
    0.32180E-02    0.24681E+01
    0.32341E-02    0.24786E+01
    0.32503E-02    0.24892E+01
    0.32666E-02    0.24998E+01
    0.32830E-02    0.25104E+01
    0.32994E-02    0.25210E+01
    0.33160E-02    0.25317E+01
    0.33326E-02    0.25424E+01
    0.33493E-02    0.25532E+01
    0.33661E-02    0.25640E+01
    0.33830E-02    0.25748E+01
    0.33999E-02    0.25856E+01
    0.34170E-02    0.25965E+01
    0.34341E-02    0.26074E+01
    0.34513E-02    0.26184E+01
    0.34686E-02    0.26293E+01
    0.34860E-02    0.26403E+01
    0.35035E-02    0.26514E+01
    0.35210E-02    0.26624E+01
    0.35387E-02    0.26735E+01
    0.35564E-02    0.26846E+01
    0.35742E-02    0.26958E+01
    0.35922E-02    0.27070E+01
    0.36102E-02    0.27182E+01
    0.36283E-02    0.27294E+01
    0.36464E-02    0.27407E+01
    0.36647E-02    0.27520E+01
    0.36831E-02    0.27634E+01
    0.37016E-02    0.27747E+01
    0.37201E-02    0.27861E+01
    0.37388E-02    0.27976E+01
    0.37575E-02    0.28090E+01
    0.37763E-02    0.28205E+01
    0.37953E-02    0.28320E+01
    0.38143E-02    0.28435E+01
    0.38334E-02    0.28551E+01
    0.38526E-02    0.28667E+01
    0.38719E-02    0.28783E+01
    0.38913E-02    0.28900E+01
    0.39108E-02    0.29017E+01
    0.39304E-02    0.29134E+01
    0.39501E-02    0.29251E+01
    0.39699E-02    0.29369E+01
    0.39898E-02    0.29487E+01
    0.40098E-02    0.29605E+01
    0.40299E-02    0.29723E+01
    0.40501E-02    0.29842E+01
    0.40704E-02    0.29961E+01
    0.40908E-02    0.30080E+01
    0.41114E-02    0.30199E+01
    0.41320E-02    0.30319E+01
    0.41527E-02    0.30439E+01
    0.41735E-02    0.30559E+01
    0.41944E-02    0.30680E+01
    0.42154E-02    0.30800E+01
    0.42366E-02    0.30921E+01
    0.42578E-02    0.31042E+01
    0.42791E-02    0.31164E+01
    0.43006E-02    0.31286E+01
    0.43221E-02    0.31407E+01
    0.43438E-02    0.31530E+01
    0.43656E-02    0.31652E+01
    0.43875E-02    0.31774E+01
    0.44095E-02    0.31897E+01
    0.44316E-02    0.32020E+01
    0.44538E-02    0.32143E+01
    0.44761E-02    0.32267E+01
    0.44985E-02    0.32390E+01
    0.45211E-02    0.32514E+01
    0.45437E-02    0.32638E+01
    0.45665E-02    0.32762E+01
    0.45894E-02    0.32887E+01
    0.46124E-02    0.33011E+01
    0.46355E-02    0.33136E+01
    0.46588E-02    0.33261E+01
    0.46821E-02    0.33386E+01
    0.47056E-02    0.33512E+01
    0.47292E-02    0.33637E+01
    0.47529E-02    0.33763E+01
    0.47767E-02    0.33889E+01
    0.48007E-02    0.34015E+01
    0.48247E-02    0.34141E+01
    0.48489E-02    0.34267E+01
    0.48732E-02    0.34394E+01
    0.48976E-02    0.34520E+01
    0.49222E-02    0.34647E+01
    0.49469E-02    0.34774E+01
    0.49717E-02    0.34901E+01
    0.49966E-02    0.35028E+01
    0.50216E-02    0.35156E+01
    0.50468E-02    0.35283E+01
    0.50721E-02    0.35411E+01
    0.50975E-02    0.35538E+01
    0.51231E-02    0.35666E+01
    0.51487E-02    0.35794E+01
    0.51746E-02    0.35922E+01
    0.52005E-02    0.36050E+01
    0.52266E-02    0.36178E+01
    0.52528E-02    0.36307E+01
    0.52791E-02    0.36435E+01
    0.53055E-02    0.36564E+01
    0.53321E-02    0.36692E+01
    0.53589E-02    0.36821E+01
    0.53857E-02    0.36950E+01
    0.54127E-02    0.37078E+01
    0.54399E-02    0.37207E+01
    0.54671E-02    0.37336E+01
    0.54945E-02    0.37465E+01
    0.55221E-02    0.37594E+01
    0.55497E-02    0.37723E+01
    0.55776E-02    0.37852E+01
    0.56055E-02    0.37981E+01
    0.56336E-02    0.38110E+01
    0.56619E-02    0.38239E+01
    0.56902E-02    0.38368E+01
    0.57188E-02    0.38498E+01
    0.57474E-02    0.38627E+01
    0.57762E-02    0.38756E+01
    0.58052E-02    0.38885E+01
    0.58343E-02    0.39014E+01
    0.58635E-02    0.39143E+01
    0.58929E-02    0.39272E+01
    0.59225E-02    0.39402E+01
    0.59521E-02    0.39531E+01
    0.59820E-02    0.39660E+01
    0.60120E-02    0.39789E+01
    0.60421E-02    0.39918E+01
    0.60724E-02    0.40047E+01
    0.61028E-02    0.40175E+01
    0.61334E-02    0.40304E+01
    0.61642E-02    0.40433E+01
    0.61951E-02    0.40561E+01
    0.62261E-02    0.40690E+01
    0.62573E-02    0.40818E+01
    0.62887E-02    0.40947E+01
    0.63202E-02    0.41075E+01
    0.63519E-02    0.41203E+01
    0.63837E-02    0.41331E+01
    0.64157E-02    0.41459E+01
    0.64479E-02    0.41587E+01
    0.64802E-02    0.41715E+01
    0.65127E-02    0.41842E+01
    0.65453E-02    0.41970E+01
    0.65781E-02    0.42097E+01
    0.66111E-02    0.42224E+01
    0.66443E-02    0.42351E+01
    0.66776E-02    0.42478E+01
    0.67110E-02    0.42605E+01
    0.67447E-02    0.42731E+01
    0.67785E-02    0.42858E+01
    0.68125E-02    0.42984E+01
    0.68466E-02    0.43110E+01
    0.68809E-02    0.43235E+01
    0.69154E-02    0.43361E+01
    0.69501E-02    0.43486E+01
    0.69849E-02    0.43611E+01
    0.70199E-02    0.43736E+01
    0.70551E-02    0.43861E+01
    0.70905E-02    0.43985E+01
    0.71260E-02    0.44109E+01
    0.71617E-02    0.44233E+01
    0.71976E-02    0.44357E+01
    0.72337E-02    0.44480E+01
    0.72700E-02    0.44603E+01
    0.73064E-02    0.44726E+01
    0.73430E-02    0.44849E+01
    0.73798E-02    0.44971E+01
    0.74168E-02    0.45093E+01
    0.74540E-02    0.45215E+01
    0.74914E-02    0.45336E+01
    0.75289E-02    0.45457E+01
    0.75667E-02    0.45578E+01
    0.76046E-02    0.45699E+01
    0.76427E-02    0.45819E+01
    0.76810E-02    0.45939E+01
    0.77195E-02    0.46058E+01
    0.77582E-02    0.46177E+01
    0.77971E-02    0.46296E+01
    0.78362E-02    0.46414E+01
    0.78755E-02    0.46532E+01
    0.79149E-02    0.46650E+01
    0.79546E-02    0.46767E+01
    0.79945E-02    0.46884E+01
    0.80346E-02    0.47000E+01
    0.80748E-02    0.47116E+01
    0.81153E-02    0.47232E+01
    0.81560E-02    0.47347E+01
    0.81969E-02    0.47462E+01
    0.82380E-02    0.47576E+01
    0.82792E-02    0.47690E+01
    0.83207E-02    0.47803E+01
    0.83625E-02    0.47916E+01
    0.84044E-02    0.48029E+01
    0.84465E-02    0.48141E+01
    0.84888E-02    0.48253E+01
    0.85314E-02    0.48364E+01
    0.85742E-02    0.48474E+01
    0.86171E-02    0.48585E+01
    0.86603E-02    0.48694E+01
    0.87037E-02    0.48803E+01
    0.87474E-02    0.48912E+01
    0.87912E-02    0.49020E+01
    0.88353E-02    0.49128E+01
    0.88796E-02    0.49235E+01
    0.89241E-02    0.49341E+01
    0.89688E-02    0.49447E+01
    0.90138E-02    0.49552E+01
    0.90589E-02    0.49657E+01
    0.91044E-02    0.49761E+01
    0.91500E-02    0.49865E+01
    0.91959E-02    0.49968E+01
    0.92419E-02    0.50071E+01
    0.92883E-02    0.50172E+01
    0.93348E-02    0.50274E+01
    0.93816E-02    0.50374E+01
    0.94286E-02    0.50474E+01
    0.94759E-02    0.50574E+01
    0.95234E-02    0.50673E+01
    0.95711E-02    0.50771E+01
    0.96191E-02    0.50868E+01
    0.96673E-02    0.50965E+01
    0.97158E-02    0.51061E+01
    0.97645E-02    0.51156E+01
    0.98134E-02    0.51251E+01
    0.98626E-02    0.51345E+01
    0.99121E-02    0.51439E+01
    0.99617E-02    0.51531E+01
    0.10012E-01    0.51623E+01
    0.10062E-01    0.51715E+01
    0.10112E-01    0.51805E+01
    0.10163E-01    0.51895E+01
    0.10214E-01    0.51984E+01
    0.10265E-01    0.52072E+01
    0.10317E-01    0.52160E+01
    0.10368E-01    0.52246E+01
    0.10420E-01    0.52332E+01
    0.10472E-01    0.52417E+01
    0.10525E-01    0.52502E+01
    0.10578E-01    0.52585E+01
    0.10631E-01    0.52668E+01
    0.10684E-01    0.52750E+01
    0.10738E-01    0.52831E+01
    0.10791E-01    0.52911E+01
    0.10846E-01    0.52991E+01
    0.10900E-01    0.53069E+01
    0.10955E-01    0.53147E+01
    0.11009E-01    0.53224E+01
    0.11065E-01    0.53300E+01
    0.11120E-01    0.53375E+01
    0.11176E-01    0.53449E+01
    0.11232E-01    0.53522E+01
    0.11288E-01    0.53595E+01
    0.11345E-01    0.53666E+01
    0.11402E-01    0.53737E+01
    0.11459E-01    0.53806E+01
    0.11516E-01    0.53875E+01
    0.11574E-01    0.53943E+01
    0.11632E-01    0.54009E+01
    0.11690E-01    0.54075E+01
    0.11749E-01    0.54140E+01
    0.11808E-01    0.54203E+01
    0.11867E-01    0.54266E+01
    0.11926E-01    0.54328E+01
    0.11986E-01    0.54388E+01
    0.12046E-01    0.54448E+01
    0.12107E-01    0.54507E+01
    0.12167E-01    0.54564E+01
    0.12228E-01    0.54621E+01
    0.12290E-01    0.54676E+01
    0.12351E-01    0.54730E+01
    0.12413E-01    0.54784E+01
    0.12475E-01    0.54836E+01
    0.12538E-01    0.54887E+01
    0.12601E-01    0.54937E+01
    0.12664E-01    0.54986E+01
    0.12727E-01    0.55033E+01
    0.12791E-01    0.55080E+01
    0.12855E-01    0.55125E+01
    0.12920E-01    0.55169E+01
    0.12984E-01    0.55212E+01
    0.13050E-01    0.55254E+01
    0.13115E-01    0.55295E+01
    0.13181E-01    0.55334E+01
    0.13247E-01    0.55373E+01
    0.13313E-01    0.55410E+01
    0.13380E-01    0.55445E+01
    0.13447E-01    0.55480E+01
    0.13514E-01    0.55513E+01
    0.13582E-01    0.55545E+01
    0.13650E-01    0.55576E+01
    0.13719E-01    0.55605E+01
    0.13787E-01    0.55634E+01
    0.13856E-01    0.55661E+01
    0.13926E-01    0.55686E+01
    0.13996E-01    0.55710E+01
    0.14066E-01    0.55733E+01
    0.14136E-01    0.55755E+01
    0.14207E-01    0.55775E+01
    0.14278E-01    0.55794E+01
    0.14350E-01    0.55812E+01
    0.14422E-01    0.55828E+01
    0.14494E-01    0.55843E+01
    0.14567E-01    0.55856E+01
    0.14640E-01    0.55868E+01
    0.14713E-01    0.55879E+01
    0.14787E-01    0.55888E+01
    0.14861E-01    0.55896E+01
    0.14936E-01    0.55902E+01
    0.15011E-01    0.55907E+01
    0.15086E-01    0.55911E+01
    0.15161E-01    0.55913E+01
    0.15237E-01    0.55914E+01
    0.15314E-01    0.55913E+01
    0.15391E-01    0.55910E+01
    0.15468E-01    0.55907E+01
    0.15545E-01    0.55901E+01
    0.15623E-01    0.55894E+01
    0.15701E-01    0.55886E+01
    0.15780E-01    0.55876E+01
    0.15859E-01    0.55865E+01
    0.15939E-01    0.55852E+01
    0.16019E-01    0.55837E+01
    0.16099E-01    0.55821E+01
    0.16180E-01    0.55804E+01
    0.16261E-01    0.55785E+01
    0.16342E-01    0.55764E+01
    0.16424E-01    0.55742E+01
    0.16506E-01    0.55718E+01
    0.16589E-01    0.55692E+01
    0.16672E-01    0.55665E+01
    0.16756E-01    0.55637E+01
    0.16840E-01    0.55607E+01
    0.16924E-01    0.55575E+01
    0.17009E-01    0.55542E+01
    0.17094E-01    0.55507E+01
    0.17180E-01    0.55470E+01
    0.17266E-01    0.55432E+01
    0.17353E-01    0.55392E+01
    0.17440E-01    0.55350E+01
    0.17527E-01    0.55307E+01
    0.17615E-01    0.55263E+01
    0.17703E-01    0.55216E+01
    0.17792E-01    0.55168E+01
    0.17881E-01    0.55119E+01
    0.17971E-01    0.55067E+01
    0.18061E-01    0.55014E+01
    0.18151E-01    0.54960E+01
    0.18242E-01    0.54903E+01
    0.18334E-01    0.54845E+01
    0.18426E-01    0.54786E+01
    0.18518E-01    0.54724E+01
    0.18611E-01    0.54661E+01
    0.18704E-01    0.54597E+01
    0.18798E-01    0.54530E+01
    0.18892E-01    0.54462E+01
    0.18987E-01    0.54393E+01
    0.19082E-01    0.54321E+01
    0.19178E-01    0.54248E+01
    0.19274E-01    0.54173E+01
    0.19371E-01    0.54097E+01
    0.19468E-01    0.54019E+01
    0.19565E-01    0.53939E+01
    0.19663E-01    0.53857E+01
    0.19762E-01    0.53774E+01
    0.19861E-01    0.53689E+01
    0.19960E-01    0.53603E+01
    0.20060E-01    0.53515E+01
    0.20161E-01    0.53425E+01
    0.20262E-01    0.53333E+01
    0.20364E-01    0.53240E+01
    0.20466E-01    0.53145E+01
    0.20568E-01    0.53048E+01
    0.20671E-01    0.52950E+01
    0.20775E-01    0.52850E+01
    0.20879E-01    0.52749E+01
    0.20984E-01    0.52645E+01
    0.21089E-01    0.52540E+01
    0.21195E-01    0.52434E+01
    0.21301E-01    0.52326E+01
    0.21408E-01    0.52216E+01
    0.21515E-01    0.52104E+01
    0.21623E-01    0.51991E+01
    0.21731E-01    0.51877E+01
    0.21840E-01    0.51760E+01
    0.21950E-01    0.51642E+01
    0.22060E-01    0.51523E+01
    0.22170E-01    0.51402E+01
    0.22281E-01    0.51279E+01
    0.22393E-01    0.51155E+01
    0.22505E-01    0.51029E+01
    0.22618E-01    0.50902E+01
    0.22732E-01    0.50773E+01
    0.22845E-01    0.50642E+01
    0.22960E-01    0.50510E+01
    0.23075E-01    0.50376E+01
    0.23191E-01    0.50241E+01
    0.23307E-01    0.50105E+01
    0.23424E-01    0.49967E+01
    0.23541E-01    0.49827E+01
    0.23659E-01    0.49686E+01
    0.23778E-01    0.49544E+01
    0.23897E-01    0.49400E+01
    0.24017E-01    0.49255E+01
    0.24137E-01    0.49108E+01
    0.24258E-01    0.48960E+01
    0.24380E-01    0.48810E+01
    0.24502E-01    0.48659E+01
    0.24625E-01    0.48507E+01
    0.24748E-01    0.48353E+01
    0.24872E-01    0.48199E+01
    0.24997E-01    0.48042E+01
    0.25122E-01    0.47885E+01
    0.25248E-01    0.47726E+01
    0.25375E-01    0.47566E+01
    0.25502E-01    0.47405E+01
    0.25630E-01    0.47242E+01
    0.25758E-01    0.47079E+01
    0.25887E-01    0.46914E+01
    0.26017E-01    0.46748E+01
    0.26147E-01    0.46581E+01
    0.26279E-01    0.46412E+01
    0.26410E-01    0.46243E+01
    0.26543E-01    0.46072E+01
    0.26676E-01    0.45901E+01
    0.26809E-01    0.45728E+01
    0.26944E-01    0.45555E+01
    0.27079E-01    0.45380E+01
    0.27215E-01    0.45205E+01
    0.27351E-01    0.45028E+01
    0.27488E-01    0.44851E+01
    0.27626E-01    0.44672E+01
    0.27764E-01    0.44493E+01
    0.27904E-01    0.44313E+01
    0.28043E-01    0.44132E+01
    0.28184E-01    0.43951E+01
    0.28325E-01    0.43768E+01
    0.28467E-01    0.43585E+01
    0.28610E-01    0.43401E+01
    0.28753E-01    0.43217E+01
    0.28897E-01    0.43031E+01
    0.29042E-01    0.42845E+01
    0.29188E-01    0.42659E+01
    0.29334E-01    0.42472E+01
    0.29481E-01    0.42284E+01
    0.29629E-01    0.42096E+01
    0.29777E-01    0.41907E+01
    0.29927E-01    0.41718E+01
    0.30077E-01    0.41529E+01
    0.30227E-01    0.41339E+01
    0.30379E-01    0.41149E+01
    0.30531E-01    0.40958E+01
    0.30684E-01    0.40767E+01
    0.30838E-01    0.40576E+01
    0.30993E-01    0.40384E+01
    0.31148E-01    0.40192E+01
    0.31304E-01    0.40000E+01
    0.31461E-01    0.39808E+01
    0.31619E-01    0.39616E+01
    0.31777E-01    0.39424E+01
    0.31937E-01    0.39231E+01
    0.32097E-01    0.39039E+01
    0.32258E-01    0.38847E+01
    0.32419E-01    0.38654E+01
    0.32582E-01    0.38462E+01
    0.32745E-01    0.38270E+01
    0.32909E-01    0.38078E+01
    0.33074E-01    0.37886E+01
    0.33240E-01    0.37694E+01
    0.33407E-01    0.37502E+01
    0.33574E-01    0.37311E+01
    0.33742E-01    0.37120E+01
    0.33911E-01    0.36930E+01
    0.34081E-01    0.36739E+01
    0.34252E-01    0.36550E+01
    0.34424E-01    0.36360E+01
